codigo_ine,nombre,nombre_oficial,provincia_codigo,activo
10217,Zarza de Montánchez,Zarza de Montánchez,10,True
10218,Zarza la Mayor,Zarza la Mayor,10,True
10219,Zorita,Zorita,10,True
10901,Rosalejo,Rosalejo,10,True
10902,Vegaviana,Vegaviana,10,True
10903,Alagón del Río,Alagón del Río,10,True
10904,Tiétar,Tiétar,10,True
10905,Pueblonuevo de Miramontes,Pueblonuevo de Miramontes,10,True
11001,Alcalá de los Gazules,Alcalá de los Gazules,11,True
11002,Alcalá del Valle,Alcalá del Valle,11,True
11003,Algar,Algar,11,True
11004,Algeciras,Algeciras,11,True
11005,Algodonales,Algodonales,11,True
11006,Arcos de la Frontera,Arcos de la Frontera,11,True
11007,Barbate,Barbate,11,True
11008,"Barrios, Los","Barrios, Los",11,True
11009,Benaocaz,Benaocaz,11,True
11010,Bornos,Bornos,11,True
11011,"Bosque, El","Bosque, El",11,True
11012,Cádiz,Cádiz,11,True
11013,Castellar de la Frontera,Castellar de la Frontera,11,True
11014,Conil de la Frontera,Conil de la Frontera,11,True
11015,Chiclana de la Frontera,Chiclana de la Frontera,11,True
11016,Chipiona,Chipiona,11,True
11017,Espera,Espera,11,True
11018,"Gastor, El","Gastor, El",11,True
11019,Grazalema,Grazalema,11,True
11020,Jerez de la Frontera,Jerez de la Frontera,11,True
11021,Jimena de la Frontera,Jimena de la Frontera,11,True
11022,"Línea de la Concepción, La","Línea de la Concepción, La",11,True
11023,Medina Sidonia,Medina Sidonia,11,True
11024,Olvera,Olvera,11,True
11025,Paterna de Rivera,Paterna de Rivera,11,True
11026,Prado del Rey,Prado del Rey,11,True
11027,"Puerto de Santa María, El","Puerto de Santa María, El",11,True
11028,Puerto Real,Puerto Real,11,True
11029,Puerto Serrano,Puerto Serrano,11,True
11030,Rota,Rota,11,True
11031,San Fernando,San Fernando,11,True
11032,Sanlúcar de Barrameda,Sanlúcar de Barrameda,11,True
11033,San Roque,San Roque,11,True
11034,Setenil de las Bodegas,Setenil de las Bodegas,11,True
11035,Tarifa,Tarifa,11,True
11036,Torre Alháquime,Torre Alháquime,11,True
11037,Trebujena,Trebujena,11,True
11038,Ubrique,Ubrique,11,True
11039,Vejer de la Frontera,Vejer de la Frontera,11,True
11040,Villaluenga del Rosario,Villaluenga del Rosario,11,True
11041,Villamartín,Villamartín,11,True
11042,Zahara,Zahara,11,True
11901,Benalup-Casas Viejas,Benalup-Casas Viejas,11,True
11902,San José del Valle,San José del Valle,11,True
11903,San Martín del Tesorillo,San Martín del Tesorillo,11,True
12001,Atzeneta del Maestrat,Atzeneta del Maestrat,12,True
12002,Aín,Aín,12,True
12003,Albocàsser,Albocàsser,12,True
12004,Alcalà de Xivert,Alcalà de Xivert,12,True
12005,"Alcora, l'","Alcora, l'",12,True
12006,Alcudia de Veo,Alcudia de Veo,12,True
12007,Alfondeguilla,Alfondeguilla,12,True
12008,Algimia de Almonacid,Algimia de Almonacid,12,True
12009,Almassora,Almassora,12,True
12010,Almedíjar,Almedíjar,12,True
12011,Almenara,Almenara,12,True
12012,Altura,Altura,12,True
12013,Arañuel,Arañuel,12,True
12014,Ares del Maestrat,Ares del Maestrat,12,True
12015,Argelita,Argelita,12,True
12016,Artana,Artana,12,True
12017,Ayódar,Ayódar,12,True
12018,Azuébar,Azuébar,12,True
12020,Barracas,Barracas,12,True
12021,Betxí,Betxí,12,True
12022,Bejís,Bejís,12,True
12024,Benafer,Benafer,12,True
12025,Benafigos,Benafigos,12,True
12026,Benassal,Benassal,12,True
12027,Benicarló,Benicarló,12,True
12028,Benicàssim/Benicasim,Benicàssim/Benicasim,12,True
12029,Benlloc,Benlloc,12,True
12031,Borriol,Borriol,12,True
12032,Borriana/Burriana,Borriana/Burriana,12,True
12033,Cabanes,Cabanes,12,True
12034,Càlig,Càlig,12,True
12036,Canet lo Roig,Canet lo Roig,12,True
12037,Castell de Cabres,Castell de Cabres,12,True
12038,Castellfort,Castellfort,12,True
12039,Castellnovo,Castellnovo,12,True
12040,Castelló de la Plana,Castelló de la Plana,12,True
12041,Castillo de Villamalefa,Castillo de Villamalefa,12,True
12042,Catí,Catí,12,True
12043,Caudiel,Caudiel,12,True
12044,Cervera del Maestre,Cervera del Maestre,12,True
12045,Cinctorres,Cinctorres,12,True
12046,Cirat,Cirat,12,True
12048,Cortes de Arenoso,Cortes de Arenoso,12,True
12049,Costur,Costur,12,True
12050,"Coves de Vinromà, les","Coves de Vinromà, les",12,True
12051,Culla,Culla,12,True
12052,Xert,Xert,12,True
12053,Chilches/Xilxes,Chilches/Xilxes,12,True
12055,Xodos/Chodos,Xodos/Chodos,12,True
12056,Chóvar,Chóvar,12,True
12057,Eslida,Eslida,12,True
12058,Espadilla,Espadilla,12,True
12059,Fanzara,Fanzara,12,True
12060,Figueroles,Figueroles,12,True
12061,Forcall,Forcall,12,True
12063,Fuente la Reina,Fuente la Reina,12,True
12064,Fuentes de Ayódar,Fuentes de Ayódar,12,True
12065,Gaibiel,Gaibiel,12,True
12067,Geldo,Geldo,12,True
12068,Herbers,Herbers,12,True
12069,Higueras,Higueras,12,True
12070,"Jana, la","Jana, la",12,True
12071,Jérica,Jérica,12,True
12072,Llucena/Lucena del Cid,Llucena/Lucena del Cid,12,True
12073,Ludiente,Ludiente,12,True
12074,"Llosa, la","Llosa, la",12,True
12075,"Mata de Morella, la","Mata de Morella, la",12,True
12076,Matet,Matet,12,True
12077,Moncofa,Moncofa,12,True
12078,Montán,Montán,12,True
12079,Montanejos,Montanejos,12,True
12080,Morella,Morella,12,True
12081,Navajas,Navajas,12,True
12082,Nules,Nules,12,True
12083,Olocau del Rey,Olocau del Rey,12,True
12084,Onda,Onda,12,True
12085,Orpesa/Oropesa del Mar,Orpesa/Oropesa del Mar,12,True
12087,Palanques,Palanques,12,True
12088,Pavías,Pavías,12,True
12089,Peníscola/Peñíscola,Peníscola/Peñíscola,12,True
12090,Pina de Montalgrao,Pina de Montalgrao,12,True
12091,Portell de Morella,Portell de Morella,12,True
12092,Puebla de Arenoso,Puebla de Arenoso,12,True
12093,"Pobla de Benifassà, la","Pobla de Benifassà, la",12,True
12094,"Pobla Tornesa, la","Pobla Tornesa, la",12,True
12095,Ribesalbes,Ribesalbes,12,True
12096,Rossell,Rossell,12,True
12097,Sacañet,Sacañet,12,True
12098,"Salzadella, la","Salzadella, la",12,True
12099,Sant Jordi/San Jorge,Sant Jordi/San Jorge,12,True
12100,Sant Mateu,Sant Mateu,12,True
12101,San Rafael del Río,San Rafael del Río,12,True
12102,Santa Magdalena de Pulpis,Santa Magdalena de Pulpis,12,True
12103,"Serratella, la","Serratella, la",12,True
12104,Segorbe,Segorbe,12,True
12105,Sierra Engarcerán,Sierra Engarcerán,12,True
12106,Soneja,Soneja,12,True
12107,Sot de Ferrer,Sot de Ferrer,12,True
12108,Suera/Sueras,Suera/Sueras,12,True
12109,Tales,Tales,12,True
12110,Teresa,Teresa,12,True
12111,Tírig,Tírig,12,True
12112,Todolella,Todolella,12,True
12113,Toga,Toga,12,True
12114,Torás,Torás,12,True
12115,"Toro, El","Toro, El",12,True
12116,Torralba del Pinar,Torralba del Pinar,12,True
12117,Torreblanca,Torreblanca,12,True
12118,Torrechiva,Torrechiva,12,True
12119,"Torre d'en Besora, la","Torre d'en Besora, la",12,True
12120,"Torre d'en Doménec, la","Torre d'en Doménec, la",12,True
12121,Traiguera,Traiguera,12,True
12122,"Useres, les/Useras","Useres, les/Useras",12,True
12123,Vallat,Vallat,12,True
12124,Vall d'Alba,Vall d'Alba,12,True
12125,Vall de Almonacid,Vall de Almonacid,12,True
12126,"Vall d'Uixó, la","Vall d'Uixó, la",12,True
12127,Vallibona,Vallibona,12,True
12128,Vilafamés,Vilafamés,12,True
12129,Vilafranca/Villafranca del Cid,Vilafranca/Villafranca del Cid,12,True
12130,Villahermosa del Río,Villahermosa del Río,12,True
12131,Villamalur,Villamalur,12,True
12132,Vilanova d'Alcolea,Vilanova d'Alcolea,12,True
12133,Villanueva de Viver,Villanueva de Viver,12,True
12134,Vilar de Canes,Vilar de Canes,12,True
12135,Vila-real,Vila-real,12,True
12136,"Vilavella, la","Vilavella, la",12,True
12137,Villores,Villores,12,True
12138,Vinaròs,Vinaròs,12,True
12139,Vistabella del Maestrat,Vistabella del Maestrat,12,True
12140,Viver,Viver,12,True
12141,Zorita del Maestrazgo,Zorita del Maestrazgo,12,True
12142,Zucaina,Zucaina,12,True
12901,"Alqueries, les/Alquerías del Niño Perdido","Alqueries, les/Alquerías del Niño Perdido",12,True
12902,Sant Joan de Moró,Sant Joan de Moró,12,True
13001,Abenójar,Abenójar,13,True
13002,Agudo,Agudo,13,True
13003,Alamillo,Alamillo,13,True
13004,Albaladejo,Albaladejo,13,True
13005,Alcázar de San Juan,Alcázar de San Juan,13,True
13006,Alcoba,Alcoba,13,True
13007,Alcolea de Calatrava,Alcolea de Calatrava,13,True
13008,Alcubillas,Alcubillas,13,True
13009,Aldea del Rey,Aldea del Rey,13,True
13010,Alhambra,Alhambra,13,True
13011,Almadén,Almadén,13,True
13012,Almadenejos,Almadenejos,13,True
13013,Almagro,Almagro,13,True
13014,Almedina,Almedina,13,True
13015,Almodóvar del Campo,Almodóvar del Campo,13,True
13016,Almuradiel,Almuradiel,13,True
13017,Anchuras,Anchuras,13,True
13018,Arenas de San Juan,Arenas de San Juan,13,True
13019,Argamasilla de Alba,Argamasilla de Alba,13,True
13020,Argamasilla de Calatrava,Argamasilla de Calatrava,13,True
13021,Arroba de los Montes,Arroba de los Montes,13,True
13022,Ballesteros de Calatrava,Ballesteros de Calatrava,13,True
13023,Bolaños de Calatrava,Bolaños de Calatrava,13,True
13024,Brazatortas,Brazatortas,13,True
13025,Cabezarados,Cabezarados,13,True
13026,Cabezarrubias del Puerto,Cabezarrubias del Puerto,13,True
13027,Calzada de Calatrava,Calzada de Calatrava,13,True
13028,Campo de Criptana,Campo de Criptana,13,True
13029,Cañada de Calatrava,Cañada de Calatrava,13,True
13030,Caracuel de Calatrava,Caracuel de Calatrava,13,True
13031,Carrión de Calatrava,Carrión de Calatrava,13,True
13032,Carrizosa,Carrizosa,13,True
13033,Castellar de Santiago,Castellar de Santiago,13,True
13034,Ciudad Real,Ciudad Real,13,True
13035,Corral de Calatrava,Corral de Calatrava,13,True
13036,"Cortijos, Los","Cortijos, Los",13,True
13037,Cózar,Cózar,13,True
13038,Chillón,Chillón,13,True
13039,Daimiel,Daimiel,13,True
13040,Fernán Caballero,Fernán Caballero,13,True
13041,Fontanarejo,Fontanarejo,13,True
13042,Fuencaliente,Fuencaliente,13,True
13043,Fuenllana,Fuenllana,13,True
13044,Fuente el Fresno,Fuente el Fresno,13,True
13045,Granátula de Calatrava,Granátula de Calatrava,13,True
13046,Guadalmez,Guadalmez,13,True
13047,Herencia,Herencia,13,True
13048,Hinojosas de Calatrava,Hinojosas de Calatrava,13,True
13049,Horcajo de los Montes,Horcajo de los Montes,13,True
13050,"Labores, Las","Labores, Las",13,True
13051,Luciana,Luciana,13,True
13052,Malagón,Malagón,13,True
13053,Manzanares,Manzanares,13,True
13054,Membrilla,Membrilla,13,True
13055,Mestanza,Mestanza,13,True
13056,Miguelturra,Miguelturra,13,True
13057,Montiel,Montiel,13,True
13058,Moral de Calatrava,Moral de Calatrava,13,True
13059,Navalpino,Navalpino,13,True
13060,Navas de Estena,Navas de Estena,13,True
13061,Pedro Muñoz,Pedro Muñoz,13,True
13062,Picón,Picón,13,True
13063,Piedrabuena,Piedrabuena,13,True
13064,Poblete,Poblete,13,True
13065,Porzuna,Porzuna,13,True
13066,Pozuelo de Calatrava,Pozuelo de Calatrava,13,True
13067,"Pozuelos de Calatrava, Los","Pozuelos de Calatrava, Los",13,True
13068,Puebla de Don Rodrigo,Puebla de Don Rodrigo,13,True
13069,Puebla del Príncipe,Puebla del Príncipe,13,True
13070,Puerto Lápice,Puerto Lápice,13,True
13071,Puertollano,Puertollano,13,True
13072,Retuerta del Bullaque,Retuerta del Bullaque,13,True
13073,Saceruela,Saceruela,13,True
13074,San Carlos del Valle,San Carlos del Valle,13,True
13075,San Lorenzo de Calatrava,San Lorenzo de Calatrava,13,True
13076,Santa Cruz de los Cáñamos,Santa Cruz de los Cáñamos,13,True
13077,Santa Cruz de Mudela,Santa Cruz de Mudela,13,True
13078,Socuéllamos,Socuéllamos,13,True
13079,"Solana, La","Solana, La",13,True
13080,Solana del Pino,Solana del Pino,13,True
13081,Terrinches,Terrinches,13,True
13082,Tomelloso,Tomelloso,13,True
13083,Torralba de Calatrava,Torralba de Calatrava,13,True
13084,Torre de Juan Abad,Torre de Juan Abad,13,True
13085,Torrenueva,Torrenueva,13,True
13086,Valdemanco del Esteras,Valdemanco del Esteras,13,True
13087,Valdepeñas,Valdepeñas,13,True
13088,Valenzuela de Calatrava,Valenzuela de Calatrava,13,True
13089,Villahermosa,Villahermosa,13,True
13090,Villamanrique,Villamanrique,13,True
13091,Villamayor de Calatrava,Villamayor de Calatrava,13,True
13092,Villanueva de la Fuente,Villanueva de la Fuente,13,True
13093,Villanueva de los Infantes,Villanueva de los Infantes,13,True
13094,Villanueva de San Carlos,Villanueva de San Carlos,13,True
13095,Villar del Pozo,Villar del Pozo,13,True
13096,Villarrubia de los Ojos,Villarrubia de los Ojos,13,True
13097,Villarta de San Juan,Villarta de San Juan,13,True
13098,Viso del Marqués,Viso del Marqués,13,True
13901,"Robledo, El","Robledo, El",13,True
13902,Ruidera,Ruidera,13,True
13903,Arenales de San Gregorio,Arenales de San Gregorio,13,True
13904,Llanos del Caudillo,Llanos del Caudillo,13,True
14001,Adamuz,Adamuz,14,True
14002,Aguilar de la Frontera,Aguilar de la Frontera,14,True
14003,Alcaracejos,Alcaracejos,14,True
14004,Almedinilla,Almedinilla,14,True
14005,Almodóvar del Río,Almodóvar del Río,14,True
14006,Añora,Añora,14,True
14007,Baena,Baena,14,True
14008,Belalcázar,Belalcázar,14,True
14009,Belmez,Belmez,14,True
14010,Benamejí,Benamejí,14,True
14011,"Blázquez, Los","Blázquez, Los",14,True
14012,Bujalance,Bujalance,14,True
14013,Cabra,Cabra,14,True
14014,Cañete de las Torres,Cañete de las Torres,14,True
14015,Carcabuey,Carcabuey,14,True
14016,Cardeña,Cardeña,14,True
14017,"Carlota, La","Carlota, La",14,True
14018,"Carpio, El","Carpio, El",14,True
14019,Castro del Río,Castro del Río,14,True
14020,Conquista,Conquista,14,True
14021,Córdoba,Córdoba,14,True
14022,Doña Mencía,Doña Mencía,14,True
14023,Dos Torres,Dos Torres,14,True
14024,Encinas Reales,Encinas Reales,14,True
14025,Espejo,Espejo,14,True
14026,Espiel,Espiel,14,True
14027,Fernán-Núñez,Fernán-Núñez,14,True
14028,Fuente la Lancha,Fuente la Lancha,14,True
14029,Fuente Obejuna,Fuente Obejuna,14,True
14030,Fuente Palmera,Fuente Palmera,14,True
14031,Fuente-Tójar,Fuente-Tójar,14,True
14032,"Granjuela, La","Granjuela, La",14,True
14033,Guadalcázar,Guadalcázar,14,True
14034,"Guijo, El","Guijo, El",14,True
14035,Hinojosa del Duque,Hinojosa del Duque,14,True
14036,Hornachuelos,Hornachuelos,14,True
14037,Iznájar,Iznájar,14,True
14038,Lucena,Lucena,14,True
14039,Luque,Luque,14,True
14040,Montalbán de Córdoba,Montalbán de Córdoba,14,True
14041,Montemayor,Montemayor,14,True
14042,Montilla,Montilla,14,True
14043,Montoro,Montoro,14,True
14044,Monturque,Monturque,14,True
14045,Moriles,Moriles,14,True
14046,Nueva Carteya,Nueva Carteya,14,True
14047,Obejo,Obejo,14,True
14048,Palenciana,Palenciana,14,True
14049,Palma del Río,Palma del Río,14,True
14050,Pedro Abad,Pedro Abad,14,True
14051,Pedroche,Pedroche,14,True
14052,Peñarroya-Pueblonuevo,Peñarroya-Pueblonuevo,14,True
14053,Posadas,Posadas,14,True
14054,Pozoblanco,Pozoblanco,14,True
14055,Priego de Córdoba,Priego de Córdoba,14,True
14056,Puente Genil,Puente Genil,14,True
14057,"Rambla, La","Rambla, La",14,True
14058,Rute,Rute,14,True
14059,San Sebastián de los Ballesteros,San Sebastián de los Ballesteros,14,True
14060,Santaella,Santaella,14,True
14061,Santa Eufemia,Santa Eufemia,14,True
14062,Torrecampo,Torrecampo,14,True
14063,Valenzuela,Valenzuela,14,True
14064,Valsequillo,Valsequillo,14,True
14065,"Victoria, La","Victoria, La",14,True
14066,Villa del Río,Villa del Río,14,True
14067,Villafranca de Córdoba,Villafranca de Córdoba,14,True
14068,Villaharta,Villaharta,14,True
14069,Villanueva de Córdoba,Villanueva de Córdoba,14,True
14070,Villanueva del Duque,Villanueva del Duque,14,True
14071,Villanueva del Rey,Villanueva del Rey,14,True
14072,Villaralto,Villaralto,14,True
14073,Villaviciosa de Córdoba,Villaviciosa de Córdoba,14,True
14074,"Viso, El","Viso, El",14,True
14075,Zuheros,Zuheros,14,True
14901,Fuente Carreteros,Fuente Carreteros,14,True
14902,"Guijarrosa, La","Guijarrosa, La",14,True
15001,Abegondo,Abegondo,15,True
15002,Ames,Ames,15,True
15003,Aranga,Aranga,15,True
15004,Ares,Ares,15,True
15005,Arteixo,Arteixo,15,True
15006,Arzúa,Arzúa,15,True
15007,"Baña, A","Baña, A",15,True
15008,Bergondo,Bergondo,15,True
15009,Betanzos,Betanzos,15,True
15010,Boimorto,Boimorto,15,True
15011,Boiro,Boiro,15,True
15012,Boqueixón,Boqueixón,15,True
15013,Brión,Brión,15,True
15014,Cabana de Bergantiños,Cabana de Bergantiños,15,True
15015,Cabanas,Cabanas,15,True
15016,Camariñas,Camariñas,15,True
15017,Cambre,Cambre,15,True
15018,"Capela, A","Capela, A",15,True
15019,Carballo,Carballo,15,True
15020,Carnota,Carnota,15,True
15021,Carral,Carral,15,True
15022,Cedeira,Cedeira,15,True
15023,Cee,Cee,15,True
15024,Cerceda,Cerceda,15,True
15025,Cerdido,Cerdido,15,True
15027,Coirós,Coirós,15,True
15028,Corcubión,Corcubión,15,True
15029,Coristanco,Coristanco,15,True
15030,"Coruña, A","Coruña, A",15,True
15031,Culleredo,Culleredo,15,True
15032,Curtis,Curtis,15,True
15033,Dodro,Dodro,15,True
15034,Dumbría,Dumbría,15,True
15035,Fene,Fene,15,True
15036,Ferrol,Ferrol,15,True
15037,Fisterra,Fisterra,15,True
15038,Frades,Frades,15,True
15039,Irixoa,Irixoa,15,True
15040,Laxe,Laxe,15,True
15041,"Laracha, A","Laracha, A",15,True
15042,Lousame,Lousame,15,True
15043,Malpica de Bergantiños,Malpica de Bergantiños,15,True
15044,Mañón,Mañón,15,True
15045,Mazaricos,Mazaricos,15,True
15046,Melide,Melide,15,True
15047,Mesía,Mesía,15,True
15048,Miño,Miño,15,True
15049,Moeche,Moeche,15,True
15050,Monfero,Monfero,15,True
15051,Mugardos,Mugardos,15,True
15052,Muxía,Muxía,15,True
15053,Muros,Muros,15,True
15054,Narón,Narón,15,True
15055,Neda,Neda,15,True
15056,Negreira,Negreira,15,True
15057,Noia,Noia,15,True
15058,Oleiros,Oleiros,15,True
15059,Ordes,Ordes,15,True
15060,Oroso,Oroso,15,True
15061,Ortigueira,Ortigueira,15,True
15062,Outes,Outes,15,True
15064,Paderne,Paderne,15,True
15065,Padrón,Padrón,15,True
15066,"Pino, O","Pino, O",15,True
15067,"Pobra do Caramiñal, A","Pobra do Caramiñal, A",15,True
15068,Ponteceso,Ponteceso,15,True
15069,Pontedeume,Pontedeume,15,True
15070,"Pontes de García Rodríguez, As","Pontes de García Rodríguez, As",15,True
15071,Porto do Son,Porto do Son,15,True
15072,Rianxo,Rianxo,15,True
15073,Ribeira,Ribeira,15,True
15074,Rois,Rois,15,True
15075,Sada,Sada,15,True
15076,San Sadurniño,San Sadurniño,15,True
15077,Santa Comba,Santa Comba,15,True
15078,Santiago de Compostela,Santiago de Compostela,15,True
15079,Santiso,Santiso,15,True
15080,Sobrado,Sobrado,15,True
15081,"Somozas, As","Somozas, As",15,True
15082,Teo,Teo,15,True
15083,Toques,Toques,15,True
15084,Tordoia,Tordoia,15,True
15085,Touro,Touro,15,True
15086,Trazo,Trazo,15,True
15087,Valdoviño,Valdoviño,15,True
15088,Val do Dubra,Val do Dubra,15,True
15089,Vedra,Vedra,15,True
15090,Vilasantar,Vilasantar,15,True
15091,Vilarmaior,Vilarmaior,15,True
15092,Vimianzo,Vimianzo,15,True
15093,Zas,Zas,15,True
15901,Cariño,Cariño,15,True
15902,Oza-Cesuras,Oza-Cesuras,15,True
16001,Abia de la Obispalía,Abia de la Obispalía,16,True
16002,"Acebrón, El","Acebrón, El",16,True
16003,Alarcón,Alarcón,16,True
16004,Albaladejo del Cuende,Albaladejo del Cuende,16,True
16005,Albalate de las Nogueras,Albalate de las Nogueras,16,True
16006,Albendea,Albendea,16,True
16007,"Alberca de Záncara, La","Alberca de Záncara, La",16,True
16008,Alcalá de la Vega,Alcalá de la Vega,16,True
16009,Alcantud,Alcantud,16,True
16010,Alcázar del Rey,Alcázar del Rey,16,True
16011,Alcohujate,Alcohujate,16,True
16012,Alconchel de la Estrella,Alconchel de la Estrella,16,True
16013,Algarra,Algarra,16,True
16014,Aliaguilla,Aliaguilla,16,True
16015,"Almarcha, La","Almarcha, La",16,True
16016,Almendros,Almendros,16,True
16017,Almodóvar del Pinar,Almodóvar del Pinar,16,True
16018,Almonacid del Marquesado,Almonacid del Marquesado,16,True
16019,Altarejos,Altarejos,16,True
16020,Arandilla del Arroyo,Arandilla del Arroyo,16,True
16022,Arcos de la Sierra,Arcos de la Sierra,16,True
16023,Chillarón de Cuenca,Chillarón de Cuenca,16,True
16024,Arguisuelas,Arguisuelas,16,True
16025,Arrancacepas,Arrancacepas,16,True
16026,Atalaya del Cañavate,Atalaya del Cañavate,16,True
16027,Barajas de Melo,Barajas de Melo,16,True
16029,Barchín del Hoyo,Barchín del Hoyo,16,True
16030,Bascuñana de San Pedro,Bascuñana de San Pedro,16,True
16031,Beamud,Beamud,16,True
16032,Belinchón,Belinchón,16,True
16033,Belmonte,Belmonte,16,True
16034,Belmontejo,Belmontejo,16,True
16035,Beteta,Beteta,16,True
16036,Boniches,Boniches,16,True
16038,Buciegas,Buciegas,16,True
16039,Buenache de Alarcón,Buenache de Alarcón,16,True
16040,Buenache de la Sierra,Buenache de la Sierra,16,True
16041,Buendía,Buendía,16,True
16042,Campillo de Altobuey,Campillo de Altobuey,16,True
16043,Campillos-Paravientos,Campillos-Paravientos,16,True
16044,Campillos-Sierra,Campillos-Sierra,16,True
16045,Canalejas del Arroyo,Canalejas del Arroyo,16,True
16046,Cañada del Hoyo,Cañada del Hoyo,16,True
16047,Cañada Juncosa,Cañada Juncosa,16,True
16048,Cañamares,Cañamares,16,True
16049,"Cañavate, El","Cañavate, El",16,True
16050,Cañaveras,Cañaveras,16,True
16051,Cañaveruelas,Cañaveruelas,16,True
16052,Cañete,Cañete,16,True
16053,Cañizares,Cañizares,16,True
16055,Carboneras de Guadazaón,Carboneras de Guadazaón,16,True
16056,Cardenete,Cardenete,16,True
16057,Carrascosa,Carrascosa,16,True
16058,Carrascosa de Haro,Carrascosa de Haro,16,True
16060,Casas de Benítez,Casas de Benítez,16,True
16061,Casas de Fernando Alonso,Casas de Fernando Alonso,16,True
16062,Casas de Garcimolina,Casas de Garcimolina,16,True
16063,Casas de Guijarro,Casas de Guijarro,16,True
16064,Casas de Haro,Casas de Haro,16,True
16065,Casas de los Pinos,Casas de los Pinos,16,True
16066,Casasimarro,Casasimarro,16,True
16067,Castejón,Castejón,16,True
16068,Castillejo de Iniesta,Castillejo de Iniesta,16,True
16070,Castillejo-Sierra,Castillejo-Sierra,16,True
16071,Castillo-Albaráñez,Castillo-Albaráñez,16,True
16072,Castillo de Garcimuñoz,Castillo de Garcimuñoz,16,True
16073,Cervera del Llano,Cervera del Llano,16,True
16074,"Cierva, La","Cierva, La",16,True
16078,Cuenca,Cuenca,16,True
16079,Cueva del Hierro,Cueva del Hierro,16,True
16081,Chumillas,Chumillas,16,True
16082,Enguídanos,Enguídanos,16,True
16083,Fresneda de Altarejos,Fresneda de Altarejos,16,True
16084,Fresneda de la Sierra,Fresneda de la Sierra,16,True
16085,"Frontera, La","Frontera, La",16,True
16086,Fuente de Pedro Naharro,Fuente de Pedro Naharro,16,True
16087,Fuentelespino de Haro,Fuentelespino de Haro,16,True
16088,Fuentelespino de Moya,Fuentelespino de Moya,16,True
16089,Fuentes,Fuentes,16,True
16091,Fuertescusa,Fuertescusa,16,True
16092,Gabaldón,Gabaldón,16,True
16093,Garaballa,Garaballa,16,True
16094,Gascueña,Gascueña,16,True
16095,Graja de Campalbo,Graja de Campalbo,16,True
16096,Graja de Iniesta,Graja de Iniesta,16,True
16097,Henarejos,Henarejos,16,True
16098,"Herrumblar, El","Herrumblar, El",16,True
16099,"Hinojosa, La","Hinojosa, La",16,True
16100,"Hinojosos, Los","Hinojosos, Los",16,True
16101,"Hito, El","Hito, El",16,True
16102,Honrubia,Honrubia,16,True
16103,Hontanaya,Hontanaya,16,True
16104,Hontecillas,Hontecillas,16,True
16106,Horcajo de Santiago,Horcajo de Santiago,16,True
16107,Huélamo,Huélamo,16,True
16108,Huelves,Huelves,16,True
16109,Huérguina,Huérguina,16,True
16110,Huerta de la Obispalía,Huerta de la Obispalía,16,True
16111,Huerta del Marquesado,Huerta del Marquesado,16,True
16112,Huete,Huete,16,True
16113,Iniesta,Iniesta,16,True
16115,Laguna del Marquesado,Laguna del Marquesado,16,True
16116,Lagunaseca,Lagunaseca,16,True
16117,Landete,Landete,16,True
16118,Ledaña,Ledaña,16,True
16119,Leganiel,Leganiel,16,True
16121,"Majadas, Las","Majadas, Las",16,True
16122,Mariana,Mariana,16,True
16123,Masegosa,Masegosa,16,True
16124,"Mesas, Las","Mesas, Las",16,True
16125,Minglanilla,Minglanilla,16,True
16126,Mira,Mira,16,True
16128,Monreal del Llano,Monreal del Llano,16,True
16129,Montalbanejo,Montalbanejo,16,True
16130,Montalbo,Montalbo,16,True
16131,Monteagudo de las Salinas,Monteagudo de las Salinas,16,True
16132,Mota de Altarejos,Mota de Altarejos,16,True
16133,Mota del Cuervo,Mota del Cuervo,16,True
16134,Motilla del Palancar,Motilla del Palancar,16,True
16135,Moya,Moya,16,True
16137,Narboneta,Narboneta,16,True
16139,Olivares de Júcar,Olivares de Júcar,16,True
16140,Olmeda de la Cuesta,Olmeda de la Cuesta,16,True
16141,Olmeda del Rey,Olmeda del Rey,16,True
16142,Olmedilla de Alarcón,Olmedilla de Alarcón,16,True
16143,Olmedilla de Eliz,Olmedilla de Eliz,16,True
16145,Osa de la Vega,Osa de la Vega,16,True
16146,Pajarón,Pajarón,16,True
16147,Pajaroncillo,Pajaroncillo,16,True
16148,Palomares del Campo,Palomares del Campo,16,True
16149,Palomera,Palomera,16,True
16150,Paracuellos,Paracuellos,16,True
16151,Paredes,Paredes,16,True
16152,"Parra de las Vegas, La","Parra de las Vegas, La",16,True
16153,"Pedernoso, El","Pedernoso, El",16,True
16154,"Pedroñeras, Las","Pedroñeras, Las",16,True
16155,"Peral, El","Peral, El",16,True
16156,"Peraleja, La","Peraleja, La",16,True
16157,"Pesquera, La","Pesquera, La",16,True
16158,"Picazo, El","Picazo, El",16,True
16159,Pinarejo,Pinarejo,16,True
16160,Pineda de Gigüela,Pineda de Gigüela,16,True
16161,Piqueras del Castillo,Piqueras del Castillo,16,True
16162,Portalrubio de Guadamejud,Portalrubio de Guadamejud,16,True
16163,Portilla,Portilla,16,True
16165,Poyatos,Poyatos,16,True
16166,Pozoamargo,Pozoamargo,16,True
16167,Pozorrubio de Santiago,Pozorrubio de Santiago,16,True
16169,"Pozuelo, El","Pozuelo, El",16,True
16170,Priego,Priego,16,True
