Comunidad Autónoma,Provincia,REGISTRO,Municipio,Descripción,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
Comunidad Valenciana,Alicante,Alcoy Nº 01,Alcoy,"Templo Parroquial, Casa Abadia y Locales",Iglesia,True,Parroquia de la Natividad de Nuestra Señora de Alcoy,True
Comunidad Valenciana,Alicante,Alcoy Nº 01,Alcoy,Reserva de Aprovechamiento Urbanistico,Iglesia,True,Parroquia de la Natividad de Nuestra Señora de Alcoy,True
Comunidad Valenciana,Alicante,Alcoy Nº 01,Banyeres de Mariola,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora de la Misericordia de Banyeres,True
Comunidad Valenciana,Alicante,Alcoy Nº 01,Benifallim,Templo Parroquial,Iglesia,True,Parroquia de San Miguel Arcángel de Benifallin,True
Comunidad Valenciana,Alicante,Alcoy Nº 01,Penaguila,Templo Parroquial,Iglesia,True,Parroquia de la Asunción de Nuestra Señora de Penaguila,True
Comunidad Valenciana,Alicante,Alcoy Nº 01,Penaguila,Cementerio Parroquial,Iglesia,True,Parroquia de la Asunción de Nuestra Señora de Penaguila,True
Comunidad Valenciana,Alicante,Alicante Nº 01,Alicante,Concatedral de San Nicolás,Concatedral,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Alicante Nº 03,"Poligono 10, Parcela 139 de Moralet, Alicante",Ermita de San Antonio de Padua,Rustica,False,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Alicante Nº 04,Alicante,Iglesia Parroquial de San José,Iglesia,True,Parroquia de Villafranqueza,False
Comunidad Valenciana,Alicante,Alicante Nº 05,Mutxamel,Iglesia Parroquial El Salvador,Iglesia,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Alicante Nº 05,Sant Joan D'Alacant,Iglesia Parroquial de San Juan Bautista,Iglesia,True,Parroquia de San Juan Bautista de Alicante,False
Comunidad Valenciana,Alicante,Almoradi,Almoradi,Ermita del Corazón de Jesús,Ermita,True,Obispado Orihuela Alicante,False
Comunidad Valenciana,Alicante,Almoradi,Almoradi,Parroquia San Andrés,Parroquia,True,Obispado Orihuela Alicante,False
Comunidad Valenciana,Alicante,Aspe,Aspe,Basílica Parroquial de Nuestra Señora del Socorro,Basilica,True,Obispado de Alicante,False
Comunidad Valenciana,Alicante,Aspe,Aspe,Ermita de Nuestra Señora de Fátima,Ermita,True,Obispado de Alicante,False
Comunidad Valenciana,Alicante,Aspe,Aspe,Ermita de la Santa Cruz,Ermita,True,Obispado de Alicante,False
Comunidad Valenciana,Alicante,Benidorm Nº 03,Benidorm,Iglesia Parroquial de Santiago Apostol,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Benissa,Benissa,Edificio,Parroquia,True,Parroquia de la Purísima Concepción de San Pedro Apostol de Benissa,False
Comunidad Valenciana,Alicante,Callosa de Segura,Callosa de Segura,Iglesia y Edificación destinada al Colegio,Iglesia y Edificación destinada al Colegio,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Cox,Parroquia,Parroquia,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Cox,Convento del Carmen en Cox,Edificio que alberga el Convento del Carmen del Cox,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Granja de Rocamora,Local,Local,False,Obispado de Orihuela Alicante,True
Comunidad Valenciana,Alicante,Callosa de Segura,San Isidro,Iglesia ParroquiaL,Iglesia ParroquiaL,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Granja de Rocamora,Cementerio Parroquial,Cementerio Parroquial,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Granja de Rocamora,Iglesia Parroquial de San Pedro,Iglesia Parroquial,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Callosa de Segura,Ermita de los Dolores,Ermita,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Callosa de Segura,Iglesia Parroquial Nuestra Señora de los Dolores.,Iglesia Parroquial,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Callosa de Segura,Ermita de San Roque,Ermita de San Roque,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Callosa de Segura,Local para actividades pastorales,Local,False,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Albatera,Iglesia de Santiago Apóstol,Iglesia,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Callosa de Segura,Vivienda Parroquial,Vivienda,False,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa de Segura,Callosa de Segura,Casa del clero parroquial,Casa,False,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,L'Alfas del Pi,,Centro parroquial,True,Iglesia parroquial de Alfaz del Pi,True
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,L'Alfas del Pi,,Viviendea,False,Iglesia parroquial de Alfaz del Pi,True
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,L'Alfas del Pi,Iglesia Parroquial de San José,Iglesia,True,Iglesia parroquial de Alfaz del Pi,True
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,L'Alfas del Pi,,Iglesia,True,Obispado de Orihuela,True
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Guadalest,Iglesia Parroquial de San José,Iglesia,True,Parroquia de Nuestra Señora de la Asunción de Guadalest,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Famorca,Paroquia de San Cayetano,Iglesia,True,Parroquia de San Cayetano de Famorca,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Beniarda,,Terreno,False,Parroquia de San Juan Bautista,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Beniarda,,Terreno,False,Parroquia de San Juan Bautista,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Beniarda,,Terreno,False,Parroquia de San Juan Bautista,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Beniarda,,Terreno,False,Parroquia de San Juan Bautista,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Beniarda,Iglesia Parroquial de San Juan Bautista,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Benifato,Iglesia Parroquial de San Miguel Arcángel,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Benimantell,Iglesia Parroquial de San Vicent,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Bolulla,Parroqui de San José,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Callosa D'En Sarria,Iglesia Parroquial de San Juan Bautista,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Confrides,Iglesia Parroquial de San José,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Confrides (l'Abdet),Iglesia Parroquial de San Vicente Ferrer,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Cuatretondeta,,Iglesia,True,Parroquia de Santa Ana de Cuatretondeta,False
Comunidad Valenciana,Alicante,Callosa D´ en Sarria Nº 01,Tarbena,Iglesia Parroquial de Santa Bárbara,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Calpe,Calpe,Iglesia,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Calpe,Calpe,Ermita,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,El Campello,El Campello,Ermita Virgen del Carmen de el Campello,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,El Campello,El Campello,Capilla del Perpetuo Socorro de la Urbanización Coveta Fuma,Capilla,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,El Campello,El Campello,Iglesia Parroquial de Santa Teresa de Jesus,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Cocentaina,Alqueria de Aznar,Templo parroquial,Iglesia,True,Parroquia de San Miguel Arcángel de Alqueríade Aznar,False
Comunidad Valenciana,Alicante,Cocentaina,Balones,Templo parroquial,Iglesia,True,Parroquia de San Francisco de Asís de Balones,False
Comunidad Valenciana,Alicante,Cocentaina,Beniarres,Templo parroquial,Iglesia,True,Parroquia de San Pedro Apóstol de Beniarrés,False
Comunidad Valenciana,Alicante,Cocentaina,Alcoleja,Ermita,Ermita,True,Parroquia de San Vicente Ferrer de Alcoleja,False
Comunidad Valenciana,Alicante,Cocentaina,Alcoleja,Templo parroquial,Iglesia,True,Parroquia de San Vicente Ferrer de Alcoleja,False
Comunidad Valenciana,Alicante,Cocentaina,Alcoleja,Casa Abadía,Casa Abadía,True,Parroquia de San Vicente Ferrer de Alcoleja,False
Comunidad Valenciana,Alicante,Cocentaina,Cocentaina,Ermita,Ermita,True,Arzobispado de Valencia,False
Comunidad Valenciana,Alicante,Cocentaina,Cocentaina,Templo parroquial,Iglesia,True,Parroquia de El Salvador,False
Comunidad Valenciana,Alicante,Cocentaina,Gorga,Templo parroquial,Iglesia,True,Parroquia de la Asunción de Nuestra Señora de Gorga,False
Comunidad Valenciana,Alicante,Cocentaina,Gorga,Casa Abadía,Casa Abadía,True,Parroquia de la Asunción de Nuestra Señora de Gorga,False
Comunidad Valenciana,Alicante,Cocentaina,Millena,Templo parroquial,Iglesia,True,Parroquia de San José de Millena,False
Comunidad Valenciana,Alicante,Cocentaina,Planes,Cementerio Parroquial,Cementerio,True,Parroquia de San Bartolomé Apóstol de Almudaina,False
Comunidad Valenciana,Alicante,Denia Nº 01,Denia,Centro Parroquial y Claustro,Parroquia,True,Parroquia de San Antonio de Padua de Denia,False
Comunidad Valenciana,Alicante,Denia Nº 01,Denia,Templo Parroquial,Parroquia,True,Parroquia de San Antonio de Padua de Denia,False
Comunidad Valenciana,Alicante,Denia Nº 01,Denia,Templo Parroquial,Parroquia,True,Parroquia de la Asunción de Nuestra Señora de Denia,False
Comunidad Valenciana,Alicante,Denia Nº 01,Els Poblets,Iglesia de San José,Iglesia,True,Parroquia del Divino Salvador de Setla Mirarrosa,False
Comunidad Valenciana,Alicante,Denia Nº 01,Els Poblets,Templo Parroquial,Parroquia,True,Parroquia del Divino Salvador de Setla Mirarrosa,False
Comunidad Valenciana,Alicante,Denia Nº 01,El Verger,Templo Parroquial,Parroquia,True,Parroquia de Nuestra Señora del Rosario,False
Comunidad Valenciana,Alicante,Denia Nº 02,Denia,Templo Parroquial,Templo parroquial,True,Parroquia de Jesús Pobre,False
Comunidad Valenciana,Alicante,Denia Nº 02,Denia,Ermita de la Santísima Sangre,Ermita,True,Parroquia de Nuestra Asunción de Señora,False
Comunidad Valenciana,Alicante,Denia Nº 02,Denia,Calvario,Terreno,False,Parroquia de Nuestra Asunción de Señora,False
Comunidad Valenciana,Alicante,Denia Nº 02,Denia,Templo Parroquial,Templo parroquial,True,Parroquia de San Mateo Apostol,False
Comunidad Valenciana,Alicante,Dolores,Daya Nueva,Iglesia parroquial de San Miguel Arcángel,Iglesia,True,Parroquia de San Miguel Arcángel de Daya Nueva,False
Comunidad Valenciana,Alicante,Elche Nº 01,Elche,Solar para Edificar,Solar,False,Iglesia Católica,True
Comunidad Valenciana,Alicante,Elche Nº 02,Elche partida rural de Las Bayas,Parroquia de San Andrés y San Pedro dé las Bayas y Asprillas,Parroquia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elche Nº 02,Elche,Iglesia Parroquial de Santa María,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elche Nº 03,Crevillente,Ermita de San Antonio de la Florida,Ermita,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Elche Nº 03,Crevillente,Iglesia Parroquial de San Felipe Neri,Iglesia,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Elche Nº 03,Elche,Rústica colindante con la Ermita del Angel,Rústica,False,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Elche Nº 03,Elche,Ermita del Angel,Ermita,True,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Elche Nº 03,Elche,Solar,Urbana,False,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Elche Nº 05,Elche,Iglesia,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elche Nº 05,Elche,Ermita a San Pedro,Urbana,False,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elche Nº 05,Elche,Ermita de Santa Barbara,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elda Nº 01,Petrer,Iglesia San Bartolomé,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elda Nº 01,Petrer,Ermita San Bonifacio,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elda Nº 01,Petrer,Ermita Santísimo Cristo,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elda Nº 01,Petrer,Ermita Purísima Concepció,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elda Nº 02,Elda,Iglesia Parroquial de San José Obrero,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elda Nº 02,Elda,Iglesia Parroquial de Santa Ana,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Elda Nº 02,Elda,Parroquia de la Inmaculada Concepción,Parroquia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Guardamar del Segura,Guardamar del Segura,Ermita de Ntra Sra de Fátima,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Guardamar del Segura,Guardamar del Segura,Iglesia Parroquial de San Jaime Apóstol,Iglesia,True,Parroquia de San Jaime,False
Comunidad Valenciana,Alicante,Ibi,Castalla,Iglesia Parroquial de Castalla,Iglesia,True,Parroquia de Maria Asumpta de Castalla,False
Comunidad Valenciana,Alicante,Ibi,Ibi,Iglesia Parroquial de la Transfiguración,Iglesia,True,Obispado Orihuela,False
Comunidad Valenciana,Alicante,Ibi,Onil,Casa Abadía,Casa Abadia,True,Obispado Orihuela,False
Comunidad Valenciana,Alicante,Ibi,Onil,Iglesia Parroquial de Onil,Iglesia,True,Obispado Orihuela,False
Comunidad Valenciana,Alicante,Javea Nº 01,Benitachell,Templo Parroquial,Templo parroquial,True,Parroquia de Santa María Magdalena de Benitachell,False
Comunidad Valenciana,Alicante,Javea Nº 01,Senija,Templo Parroquial,Templo parroquial,True,Parroquia de Santa Catalina Virgen y Mártir de Senija,False
Comunidad Valenciana,Alicante,Javea Nº 01,Teulada,Ermita de San Juan de Dios,Urbana,False,Arzobispado de Valencia,True
Comunidad Valenciana,Alicante,Javea Nº 01,Teulada,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora de los Desamparados,False
Comunidad Valenciana,Alicante,Javea Nº 01,Teulada,Ermita de la Divina Pastora,Ermita,True,Parroquia de Santa Catalina Virgen y Mártir de Teulada,False
Comunidad Valenciana,Alicante,Javea Nº 01,Teulada,Casa Abadia,Casa Abadía,True,Parroquia de Santa Catalina Virgen y Mártir de Teulada,False
Comunidad Valenciana,Alicante,Javea Nº 01,Teulada,Ermita de la Font Santa,Ermita,True,Parroquia de Santa Catalina Virgen y Mártir de Teulada,False
Comunidad Valenciana,Alicante,Javea Nº 02,Javea,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia de San Bartolomé Apóstol,True
Comunidad Valenciana,Alicante,Javea Nº 02,Javea,Templo Parroquial,Edificio destinado a Templo Parroquial y dependencias anejas,True,Parroquia Nuestra Señora del Loreto de Jávea,True
Comunidad Valenciana,Alicante,Jijona,Busot,Iglesia Parroquial San Lorenzo Martir,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Jijona,Jijona,Iglesia Parroquial Nuestra Señora de la Asuncion,Iglesia,True,,False
Comunidad Valenciana,Alicante,Jijona,Torremanzanas,"Finca Alcoyes, poligono 2 parcela 226",Rustica,False,Parroquia de Santa Ana de Torremanzanas,False
Comunidad Valenciana,Alicante,Jijona,Tibi,Parroquia Santa Maria Magdalena Tibi,Rustica,False,Parroquia de Santa Maria Magdalena Tibi,False
Comunidad Valenciana,Alicante,Monovar,Monovar,Iglesia Parroquial San Juan Bautista,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Monovar,Monovar,salones parroquiales y vivienda del Párroco,Salon parroquial,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Monovar,Monovar,"Ermita de Santa Bárbara,",Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Monovar,Monovar,Parroquia Virgen del Remedio,Parroquia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Novelda,Agost,Iglesia Parroquial de San Pedro Aportol,Templo dedicado al culto,True,Parroquia de San Pedro Apostol de Agost,False
Comunidad Valenciana,Alicante,Novelda,Novelda,Iglesia Parroquial de San Roque,Templo destinado al culto,True,Parroquia de San Roque de novelda,False
Comunidad Valenciana,Alicante,Novelda,Novelda,Inmueble,Edificio,False,Obispado de Orihuela Alicante,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Camino de Beniel,Ermita del Sagrado Corazón,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Camino de Beniel,Ermita de la Inmaculada de lo Cabello,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Rincon de Bonanza,Ermita de la  Cruz,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- carretera de Arneva,Ermita Nuestra Señora de las Angustias,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Correntias Medias,Ermita Cruz de Fajardo,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Barrio Mariano Cases,Ermita de la Purísima Concepción,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Partido de Barbarroja,Ermita del Sagrado Corazón de Jesús,Ermita,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Plaza de Monserrate,Satuario de Nuestra Señora de Monserrate,Santuario,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- Plaza del Salvador,Palacio Episcopal,"Palacio
Espiscopal",True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,Orihuela- calle Ramon y Cajal,Santa Iglesia Catedral,"Santa Iglesia
Catedral",True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,"Orihuela, calle San Agustin",Iglesia de San Agustín,Iglesia,True,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 01,"Orihuela, calle Adolfo Clavarana, 53",Colegio Diocesano de Santo Domingo,Colegio Diocesano Santo Domingo,False,Obispado de Orihuela,False
Comunidad Valenciana,Alicante,Orihuela Nº 02,Benferri,Iglesia Parroquial,Iglesia parroquial,True,Parroquia de San Jerónimo de Benferri,False
Comunidad Valenciana,Alicante,Orihuela Nº 02,Benferri,Casa Cural,Casa del cura,True,Parroquia de San Jerónimo de Benferri,False
Comunidad Valenciana,Alicante,Pedreguer,Beniarbeig,Templo parroquial,Templo,True,Parroquia de San Juan Bautista,False
Comunidad Valenciana,Alicante,Pedreguer,Benidoleig,Templo parroquial,Templo,True,Parroquia de la Santísima Sangre,False
Comunidad Valenciana,Alicante,Pedreguer,Llosa de Camacho-Alcalali,Templo parroquial,Templo,True,Parroquia de la Purísima Concepción,False
Comunidad Valenciana,Alicante,Pedreguer,Llosa de Camacho-Alcalali,Casa parroquial,Casa Parroquial,True,Parroquia de la Purísima Concepción,False
Comunidad Valenciana,Alicante,Pedreguer,Ondara,Cementerio parroquial,Cementerio,True,Parroquia de Santa Ana,False
Comunidad Valenciana,Alicante,Pedreguer,Pedreguer,Templo parroquial,Templo,True,Parroquia de Santa Cruz de Pedreguer,False
Comunidad Valenciana,Alicante,Pego,Adsubia,Templo Parroquial,Templo,True,Parroquia de San Vicente Ferrer,False
Comunidad Valenciana,Alicante,Pego,Benichembla,Templo Parroquial,Templo,True,Parroquia de San José de Benichembla,False
Comunidad Valenciana,Alicante,Pego,Benichembla,Vivienda,Vivienda,False,Parroquia de San José de Benichembla,True
Comunidad Valenciana,Alicante,Pego,Castell de Castells,Templo Parroquial,Templo,True,Parroquia de Santa Ana de Castell de Castell,False
Comunidad Valenciana,Alicante,Pego,"Forna, anexo de Adsubia",Templo Parroquial,Templo,True,Parroquia de San Bernardo Abad de Forna,False
Comunidad Valenciana,Alicante,Pego,Murla,Ermita de la Sangre,Ermita,True,Parroquia de San Miguel Arcángel de Murla,False
Comunidad Valenciana,Alicante,Pego,Murla,Templo de la Parroquia de S. Miguel Arcángel,Templo,True,Arzobispado de Valencia,False
Comunidad Valenciana,Alicante,Pego,Pego,"Parcela nº 29 PAI ""Verdales""",Parcela,False,Orden de Frailes Franciscanos Menores de la Provincia Serafica de Valencia,True
Comunidad Valenciana,Alicante,Pego,Pego,Convento e Iglesia Franciscana de la Sagrada Familia yCentro Escolar Sant Antoni,"Convento, Iglesia y Centro escolar",True,Franciscanos Frailes Menores Provincia de Valencia - Curia Provincial,True
Comunidad Valenciana,Alicante,Pego,Rafol de Almunia,Templo Parroquial,Templo,True,Parroquia de San Francisco de Paula de Rafol de Almunia,False
Comunidad Valenciana,Alicante,Pego,Sagra,Templo Parroiquial,Templo,True,Parroquia de San Sebastián Mártir de Sagra,False
Comunidad Valenciana,Alicante,Pego,Tormos,Dependencias Parroquiales,Dependencias parroquiales,True,Parroquia de San Luis Beltrán de Tormos,False
Comunidad Valenciana,Alicante,Pego,Tormos,Templo Parroquial,Templo,True,Parroquia de San Luis Beltrán de Tormos,False
Comunidad Valenciana,Alicante,Pego,Vall de Gallinera,Templo Parroquial,Templo,True,Parroquia de San Cristóbal Mártir de Benirrama,False
Comunidad Valenciana,Alicante,Pego,Vall de Gallinera,Templo Parroquial de La Carroja,Templo,True,Parroquia de San Francisco de Borja de Carroja,False
Comunidad Valenciana,Alicante,Pego,Vall de Gallinera,Templo Parroquial de Benissiva,Templo,True,Parroquia de San Miguel Arcángel de Benissiva,False
Comunidad Valenciana,Alicante,Pego,Vall de Gallinera,Templo Parroquial de Benialí,Templo,True,Parroquia de San Roque de Beniali,False
Comunidad Valenciana,Alicante,Pego,Vall de Laguar,Iglesia de San Pascual -Felix-,Iglesia,True,Parroquia de Santa Ana Campell,False
Comunidad Valenciana,Alicante,Pego,Vall de Laguar,Templo Parroquial -Benimaurell-,Templo,True,Parroquia de Santos Cosme y Damián de Benimaurell,False
Comunidad Valenciana,Alicante,Pego,Vall de Laguar,Templo Parroiquial,Templo,True,Parroquia de Santa Ana Campell,False
Comunidad Valenciana,Alicante,Pilar de la Horadada,Pilar de la Horadada,Salon Parroquial,Salon parroquial,True,Parroquia de Nuestra Señora del Pilar,False
Comunidad Valenciana,Alicante,Pilar de la Horadada,Pilar de la Horadada,Parroquia,Parroquia,True,Parroquia de Nuestra Señora del Pilar,False
Comunidad Valenciana,Alicante,Pilar de la Horadada,Pilar de la Horadada,Casa Abadia,Casa Abadia,True,Parroquia de Nuestra Señora del Pilar,False
Comunidad Valenciana,Alicante,Pilar de la Horadada,Pilar de la Horadada,Ermita,Ermita,True,Parroquia de Nuestra Señora del Pilar,False
Comunidad Valenciana,Alicante,Villajoyosa Nº 01,Finestrat,Iglesia Parroquial de San Bartolomé,Parroquia de San Bartolomé,True,Obispado de Orihuela-Alicante,True
Comunidad Valenciana,Alicante,Villajoyosa Nº 01,Orxeta,Iglesia Parroquial de San Jaime,Iglesia Parroquial de San Jaime,True,Obispado de Orihuela-Alicante,True
Comunidad Valenciana,Alicante,Villajoyosa Nº 01,Relleu,Iglesia Parroquial de San Jaime,Iglesia Parroquial de San Jaime Relleu,True,Obispado de Orihuela-Alicante,True
Comunidad Valenciana,Alicante,Villajoyosa Nº 01,Relleu,Casa Abadía,Casa Abadía,False,Obispado de Orihuela-Alicante,True
Comunidad Valenciana,Alicante,Villena,Campo de Mirra,Templo Parroquial,Iglesia,True,Parroquia de San Bartolomé Apóstol de Campo de Mirra,False
Comunidad Valenciana,Alicante,Villena,Canada,Templo Parroquail,Iglesia,True,Parroquia de San Cristóbal de la Cañada,False
Comunidad Valenciana,Alicante,Villena,Canada,Ermita Ntra.sra. del Carmen,Ermita,True,Parroquia de San Cristóbal de la Cañada,False
Comunidad Valenciana,Alicante,Villena,Sax,Patio del Centro Parroquial,Patio,False,Diócesis de Orihuela - Alicante,True
Comunidad Valenciana,Alicante,Villena,Villena,Iglesia Parroquial de Santiago,Iglesia,True,Parroquia Arciprestal de Santiago Villena,False
Comunidad Valenciana,Alicante,Villena,Villena,Iglesia Parroquial de Sta. Maria,Iglesia,True,Parroquia de Santa María de Villena,False
Comunidad Valenciana,Alicante,Villena,Villena,Iglesia Parroquial de San Juan Bautista,Iglesia,True,Iglesia Parroquial de San Juan Bautista de La Encina,False
Comunidad Valenciana,Castellon,Albocasser,Albocasser,Ermita,Ermita,True,Parroquia de la Asunción de Albocàsser,True
Comunidad Valenciana,Castellon,Albocasser,Albocasser,Ermita,Ermita,True,Parroquia de la Asunción de Albocàsser,True
Comunidad Valenciana,Castellon,Albocasser,Albocasser,Ermita,Ermita,True,Parroquia de la Asunción de Albocàsser,True
Comunidad Valenciana,Castellon,Albocasser,Albocasser,Ermita,Ermita,True,Parroquia de la Asunción de Albocàsser,True
Comunidad Valenciana,Castellon,Albocasser,Albocasser,Iglesia,Iglesia,True,Parroquia de la Asunción de Albocàsser,True
Comunidad Valenciana,Castellon,Albocasser,Albocasser,Ermitorio,Ermita,True,Obispado de Segorbe-Castellón,True
Comunidad Valenciana,Castellon,Albocasser,Albocasser,Ermita,Ermita,True,Parroquia de la Asunción de Albocàsser,True
Comunidad Valenciana,Castellon,Albocasser,Benafigos,Iglesia,Iglesia,True,Obispado de Segorbe-Castellón,True
Comunidad Valenciana,Castellon,Albocasser,Benafigos,Ermita,Ermita,True,Obispado de Segorbe-Castellón,True
Comunidad Valenciana,Castellon,Albocasser,Benassal,Uso Religioso,Capilla,True,Obispado de Segorbe-Castellón,True
Comunidad Valenciana,Castellon,Albocasser,Benassal,Iglesia,Iglesia,True,Obispado de Segorbe-Castellón,True
Comunidad Valenciana,Castellon,Albocasser,Benassal,Casa Vicaría,Casa vicaría,True,Parroquia de Nuestra Señora de la Asunción,True
Comunidad Valenciana,Castellon,Albocasser,Benassal,Casa Abadia,Casa abadía,True,Obispado de Segorbe-Castellón,True
