Comunidad Autónoma,Provincia,REGISTRO,Municipio,Descripción,Tipo,Templo y dependencias complementarias,Titular,Título distinto de certificación eclesiástica
Comunidad Valenciana,Valencia,Enguera,Vallada,Casa Abadía,Casa Abadía,True,Iglesia parroquial de Vallada,False
Comunidad Valenciana,Valencia,Enguera,Vallada,Ermita de Santa Cruz,Ermita,True,Iglesia parroquial de San Bartolomé Apóstol de Vallada,False
Comunidad Valenciana,Valencia,Enguera,Vallada,Ermita del Divino Juez y anejos,"Ermita, Jardín y Terreno improductivo",True,Iglesia parroquial de San Bartolomé Apóstol de Vallada,False
Comunidad Valenciana,Valencia,Enguera,Vallada,Ermita del Santísimo Cristo y Ermita de San Sebastian,"2 Ermitas, 2 Casas y Lavadero",True,Iglesia parroquial de San Bartolomé Apóstol de Vallada,False
Comunidad Valenciana,Valencia,Enguera,Vallada,Colegio,Colegio,False,Iglesia parroquial de San Bartolomé Apóstol de Vallada,True
Comunidad Valenciana,Valencia,Enguera,Vallada,Templo,Templo parroquial,True,Iglesia parroquial de San Bartolomé Apóstol de Vallada,False
Comunidad Valenciana,Valencia,Enguera,Vallada,Parcela de uso local Agrario partida La Ermita,Ermita,True,Iglesia parroquial de San Bartolomé Apóstol de Vallada,False
Comunidad Valenciana,Valencia,Gandia Nº 01,Gandia,Colegiata,Iglesia Colegiata,True,Parroquia de la Asunción Nuestra Señora -Colegiata- de Gandía,False
Comunidad Valenciana,Valencia,Gandia Nº 01,Gandia,Iglesia de Beniopa,Iglesia,True,Parroquia Santa María Magdalena de Gandía,False
Comunidad Valenciana,Valencia,Gandia Nº 02,La Font d'En Carros,Ermita de San Antonio,Edificio destinado a Ermita,True,Parroquia San Antonio Mártir de La Font d'En Carrós,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Almoines,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia de San Jaime Apóstol de Almoines,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Rafelcofer,Centro Parroquial,Edificio destinado a Centro Parroquial,True,Parroquia San Antonio de Padua y San Diego de Alcalá de Rafelcofer,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Daimus,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia de San Pedro Apóstol de Daimuz,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Rafelcofer,Cementerio Parroquial,Edificación destinada a Cementerio Parroquial,True,Parroquia de San Antonio de Padua y San Diego de Alcalá de Rafelcofer,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Villalonga,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia Santos Reyes de Villalonga,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Palmera,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia Purísima Concepción de Palmera CIF R4600903A,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Palmera,Casa Abadía,Edificio destinado a Casa Abadía,True,Parroquia Purísima Concepción de Palmera CIF R4600903A,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Miramar,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia San Andrés Apóstol de MIramar,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Guardamar,Iglesia de San Juan Bautista,Edificio destinado a Iglesia,True,Parroquia San Andrés Apóstol de MIramar,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Potries,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia Santos JUanes de Potries,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Miramar,Cementerio Parroquial,"Rústica, parcela de terreno destinada a Cementerio Parroquial",True,Parroquia San Andrés Apóstol de Miramar,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Benifla,Iglesia de San Jaime Apostol,Edificio destinado a Iglesia,True,Parroquia San Juan Bautista Beniarjo,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Beniarjo,Templo Parroquial,Edificio destinado a Templo Parroquial.,True,Parroquia San Juan Bautista de Beniarjó,False
Comunidad Valenciana,Valencia,Gandia Nº 02,La Font d'En Carros,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia San Antonio Mártir de La Font d'En Carrós,False
Comunidad Valenciana,Valencia,Gandia Nº 02,Rafelcofer,Templo Parroquial,Edificio destinado a Templo Parroquial,True,Parroquia San Antonio de Padua y San Diego de Alcalá de Rafelcofer,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Ador,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora de Loreto,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Alfahuir,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora del Rosario de Alfahuir,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Almiserat,Cementerio,Terreno,False,Parroquia de la Natividad de Nuestra Señora de Almiserat,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Almiserat,Templo Parroquial,Templo parroquial,True,Parroquia de la Natividad de Nuestra Señora de Almiserat,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Barx,Templo Parroquial,Templo parroquial,True,Parroquia de San Miguel Arcangel,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Benirredra,Templo Parroquial,Templo Parroquial,True,Parroquia de San Lorenzo Martir,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Benirredra,Casa Abadia,Casa Abadia,True,Parroquia de San Lorenzo Martir,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Castellonet,"Terreno, Antigua Ermita de Santa Ana",Terreno,False,Parroquia Santiago Apostol de Castellonet,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Castellonet,Suelo Residencial,Parcela,False,Parroquia de San Jaime Apostol de Castellonet,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Castellonet,Templo Parroquial,Templo parroquial,True,Parroquia de San Jaime Apostol de Castellonet,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Llocnou,Templo Parroquial,Templo parroquial,True,Parroquia de San Roque Llocnou de Sant Jeroni,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Palma de Gandia,Templo Parroquial,Templo parroquial,True,Parroquia de San Roque Llocnou de Sant Jeroni,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Real de Gandia,Templo Parroquial,Templo parroquial,True,Parroquia de la Visitación de Nuestra Señora de Real de Gandia,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Real de Gandia,Sacristia,Sacristia,True,Parroquia de la Visitación de Nuestra Señora de Real de Gandia,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Rotova,Templo Parroquial,Templo parroquial,True,Parroquia de San Bartolomé Apostol,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Xeraco,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora de la Encarnación de Jaraco,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Xeraco,Ermita,Ermita,True,Parroquia de Nuestra Señora de la Encarnación de Jaraco,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Xeresa,Ermita,Ermita,True,Parroquia de San Antonio de Padua,False
Comunidad Valenciana,Valencia,Gandia Nº 03,Xeresa,Templo Parroquial,Templo parroquial,True,Parroquia de San Antonio de Padua,False
Comunidad Valenciana,Valencia,Lliria,L'Eliana,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora del Carmen,False
Comunidad Valenciana,Valencia,Lliria,Olocau,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora del Rosario,False
Comunidad Valenciana,Valencia,Lliria,Pedralba,Templo Parroquial,Templo parroquial,True,Parroquia de la Purisima Concepcion,False
Comunidad Valenciana,Valencia,Manises,Quart de Poblet,Parroquia de Purisima Concepcion de Quart de Poblet,Templo parroquial,True,Parroquia de Purisima Concepcion de Quart de Poblet,False
Comunidad Valenciana,Valencia,Manises,Manises,Parroquia de la Purisima Concepcion y San Francisco de Asis de Manises,Templo parroquial,True,Parroquia de la Purisima Concepcion y San Francisco de Asis de Manises,False
Comunidad Valenciana,Valencia,Manises,Manises,Parroquia de San Juan Bautista de Manises,Ermita,True,Parroquia de San Juan Bautista de Manises,False
Comunidad Valenciana,Valencia,Manises,Manises,Parroquia de San Juan Bautista de Manises,Templo parroquial,True,Parroquia de San Juan Bautista de Manises,False
Comunidad Valenciana,Valencia,Massamagrell,Naquera,Calvario y Ermita San Francisco de Asis,URBANA: Terreno sito en el término municipal de Náquera sobre el cual se encuentra ubicado el Calvario y la ermita de San Francisco de Asís,True,Parroquia de Nuestra Señora de la Encarnación de Náquera,False
Comunidad Valenciana,Valencia,Massamagrell,Naquera,Parroquia de Nuestra Señora de la Encarnacion de Naquera,Edificio destinado a Templo Parroquial,True,Parroquia de Nuestra Señora de la Encarnación de Náquera,False
Comunidad Valenciana,Valencia,Massamagrell,Rafelbunol,Parroquia de San Antonio Abad de Rafelbuñol,Edificio destinado a Templo Parroquial,True,Parroquia de San Antonio Abad de Rafaelbuñol,False
Comunidad Valenciana,Valencia,Massamagrell,Rafelbunol,Cementerio,,"URBANA: Terreno sito en la partida de la Rambleta del término municipal de Rafelbuñol, que comprende parte del recinto tapiado del Cementerio",Parroquia de San Antonio Abad de Rafelbuñol Cif Número R4600745f,False
Comunidad Valenciana,Valencia,Massamagrell,Naquera,Casa Abadia,"URBANA: Edificio destinado a Casa Abadía, sito en el término municipal de Náquera",True,Parroquia de Nuestra Señora de la Encarnación de Náquera,False
Comunidad Valenciana,Valencia,Massamagrell,Naquera,Templo Parroquial,"EDIFICIO destinado a TEMPLO PARROQUIAL, sito en Massamagrell",True,Parroquia de Nuestra Señora de la Encarnación de Náquera,False
Comunidad Valenciana,Valencia,Massamagrell,Massalfa-Ssar,Templo Parroquial,"Edificio destinado a templo parroquial, compuesto de templo y sacristía de una única planta",True,Parroquia de San Lorenzo Martir de Massalfassar,False
Comunidad Valenciana,Valencia,Massamagrell,Rafelbunol,Solar,SOLAR sito en Rafelbuñol,False,Parroquia de San Antonio Abad de Rafaelbuñol,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Betera,Templo Parroquial,Templo parroquial,True,Parroquia de la Purisima Concepción de Betera,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Betera,Solar,Solar,False,Parroquia de la Purisima Concepción de Betera,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Godella,Templo Parroquial,Tempo parroquial,True,Parroquia de San Bartolomé Apostol de Godella,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Godella,Templo Parroquial,Templo parroquial,True,Parroquia de El Salvador de Godella,False
Comunidad Valenciana,Valencia,Moncada Nº 01,MAHUELLA -Valencia-,Templo Parroquial,Parroquia,True,Parroquia de San Benito Abad de Mahuella,False
Comunidad Valenciana,Valencia,Moncada Nº 01,MASARROCHOS -Valencia-,Templo Parroquial,Templo parroquial,True,Parroquia de la Asunción y de Santa Barbara,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Moncada,Templo Parroquial,Templo parroquial,True,Parroquia de San Jaime Apostol,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Moncada,Templo de San Miguel,Templo parroquial,True,Parroquia de San Jaime Apostol,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Museros,Garaje,Garaje,False,Parroquia de la Asunción de Nuestra Señora,False
Comunidad Valenciana,Valencia,Moncada Nº 01,Museros,Templo y Centro Parroquial,Iglesia,True,Parroquia de la Asunción de Nuestra Señora,False
Comunidad Valenciana,Valencia,Moncada Nº 02,Albalat dels Sorells,Templo Parroquial,Templo,True,Parroquia de los Santos Reyes de Albalat dels Sorrells,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Alfara del Patriarca,Templo Parroquial,Templo,True,Parroquia de San Bartolomé Apóstol de Alfara del Patriarca,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Albuixech,Templo Parroquial,Templo,True,Parroquia de Nuestra Señora de Albuixech de Albuixech,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Benifaraig,Templo Parroquial,Templo,True,Parroquia de Santa María Magdalena de Valencia,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Bonrepos,Edificio Ermita,Ermita,True,Parroquia de Nuestra Señora del Pilar de Bonrepos i Mirambell,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Bonrepos,Templo Parroquial,Templo,True,Parroquia de Nuestra Señora del Pilar de Bonrepos i Mirambell,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Borboto,Templo Parroquial,Templo,True,Parroquia de Santa Ana de Borboto,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Carpesa,Templo Parroquial,Templo,True,Parroquia de los Santos Abdon y Senen de Carpesa,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Emperador,Iglesia,Iglesia,True,Parroquia de la Asunción de Nuestra Señora de Museros,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Foios,Ermita y Calvario,Ermita,True,Parroquia de Nuestra Señora de la Asunción de Foios,True
Comunidad Valenciana,Valencia,Moncada Nº 02,Foios,Templo Parroquial,Templo,True,Parroquia de Nuestra Señora de la Asunción de Foios,True
Comunidad Valenciana,Valencia,Oliva,"Alqueria de la Comtessa, L´",Templo Parroquial,Templo Parroquial,True,Parroquia de los Santos Pedro y Pablo de Alquería de la Condesa,False
Comunidad Valenciana,Valencia,Oliva,Piles,Templo Parroquial,Templo Parroquial,True,Parroquia de Santa Bárbara de Piles,False
Comunidad Valenciana,Valencia,Oliva,Oliva,Ermita de San Vicente,Ermita,True,Parroquia de San Roque de Oliva,False
Comunidad Valenciana,Valencia,Oliva,Oliva,Ermita de los Santos Antonios,Ermita,True,Parroquia de San Roque de Oliva,False
Comunidad Valenciana,Valencia,Oliva,Oliva,Templo Parroquial,Templo Parroquial,True,Parroquia de San Roque de Oliva,False
Comunidad Valenciana,Valencia,Oliva,Oliva,Centro Parroquial,Centro Parroquial,True,Parroquia de San Roque de Oliva,False
Comunidad Valenciana,Valencia,Oliva,Oliva,Edificio,Edificio destinado a actividades pastorales,True,Parroquia de San Roque de Oliva,False
Comunidad Valenciana,Valencia,Oliva,Oliva,Templo Parroquial,Templo Parroquial,True,Parroquia Asunción de Nuestra Señora de Oliva,False
Comunidad Valenciana,Valencia,Ontinyent,Bocairent,Parcela de Terreno Donde Se Ubica la Ermita de Santo Tomás de Villanueva,Ermita,True,Parroquia de la Asunción de Nuestra Señora de Bocairent,False
Comunidad Valenciana,Valencia,Ontinyent,Ontinyent,Templo Parroquial,Parroquia,True,Parroquia de San Carlos de Borromeo de Ontinyent,False
Comunidad Valenciana,Valencia,Ontinyent,Ontinyent,Iglesia de San Francisco,Iglesia,True,"Provincia Franciscana de Valencia, Aragón y Baleares",True
Comunidad Valenciana,Valencia,Ontinyent,Bocairent,Edificio,Edificio destinado a Patronato,False,Parroquia de la Asunción de Nuestra Señora de Bocairent,True
Comunidad Valenciana,Valencia,Ontinyent,Bocairent,Terreno,Parcela Terreno,False,Parroquia de la Asunción de Nuestra Señora de Bocairent,False
Comunidad Valenciana,Valencia,Ontinyent,Bocairent,Parcela de terreno,Parcela terreno,False,Parroquia de la Asunción de Nuestra Señora de Bocairent,False
Comunidad Valenciana,Valencia,Ontinyent,Bocairent,Terreno,Parcela terreno,False,Parroquia de la Asunción de Nuestra Señora de Bocairent,False
Comunidad Valenciana,Valencia,Ontinyent,Fontanars Dels Alforins,Templo Parroquial.,Templo parroquial,True,Parroquia de Nuestra Señora del Rosario de Fontanars,False
Comunidad Valenciana,Valencia,Ontinyent,La Font de la Figuera,Templo Parroquial,Templo parroquial,True,Parroquia de la Natividad de Nuestra Señora de Font de la Figuera,False
Comunidad Valenciana,Valencia,Paterna Nº 01,Benimamet,Templo parroquial,Templo parroquial,True,Parroquia de San Vicente Mártir de Valencia-Benimámet,False
Comunidad Valenciana,Valencia,Paterna Nº 02,Paterna,Templo Parroquial,Iglesia,True,Parroquia de San Pedro Apóstol de Paterna,False
Comunidad Valenciana,Valencia,Picassent Nº 01,Picassent,Parroquia,Templo Parroquial,True,Parroquia de San Cristóbal de Picassent,False
Comunidad Valenciana,Valencia,Picassent Nº 02,Albal,Templo Parroquial,Templo parroquial,True,Parroquia de Nuestra Señora de los Angeles de Albal,False
Comunidad Valenciana,Valencia,Picassent Nº 02,Alcasser,Templo Parroquial,Templo parroquial,True,Parroquia de San Martín Obispo de Alcásser,False
Comunidad Valenciana,Valencia,La Pobla de Vallbona,La Pobla de Vallbona,Parroquia Santiago Apostol,Templo Parroquial,True,Parroquia de Santiago Apóstol,False
Comunidad Valenciana,Valencia,Pucol,Pucol,Iglesia Santos Juanes,Templo parroquial,True,Parroquia Santos Juanes de Puçol,False
Comunidad Valenciana,Valencia,Pucol,Pobla de Farnals,Iglesia San José,Templo parroquial,True,Parroquia de San Jose-Pobla Farnals,False
Comunidad Valenciana,Valencia,Pucol,Pobla de Farnals,Centro Parroquial,Centro parroquial,True,Parroquia de San Jose-Pobla Farnals,False
Comunidad Valenciana,Valencia,Pucol,Pobla de Farnals,Casa Abadia,Casa Abadia,True,Parroquia de San Jose-Pobla Farnals,False
Comunidad Valenciana,Valencia,Requena,Ayora,Terreno rústico,Secano,False,Parroquia de la Asunción de Nuestra Señora de Ayora,False
Comunidad Valenciana,Valencia,Requena,Ayora,Ermita de San Antón,Ermita,True,Parroquia de la Asunción de Nuestra Señora de Ayora,False
Comunidad Valenciana,Valencia,Requena,Ayora,Ermita de Santa  Lucia,Ermita,True,Parroquia de la Asunción de Nuestra Señora de Ayora,False
Comunidad Valenciana,Valencia,Requena,Ayora,Ermita de Santa María,Ermita,True,Parroquia de la Asunción de Nuestra Señora de Ayora,False
Comunidad Valenciana,Valencia,Requena,Ayora,Ermita de Santa Bárbara,Ermita,True,Parroquia de la Asunción de Nuestra Señora de Ayora,False
Comunidad Valenciana,Valencia,Requena,Ayora,Templo Parroquial,Iglesia,True,Parroquia de la Asunción de Nuestra Señora de Ayora,False
Comunidad Valenciana,Valencia,Requena,Camporrobles,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora de la Asunción de Camporrobles,False
Comunidad Valenciana,Valencia,Requena,Caudete de las Fuentes,Templo Parroquial,Iglesia,True,Parroquia de la Natividad de Nuestra Señora de Caudete Fuentes,False
Comunidad Valenciana,Valencia,Requena,Cofrentes,Templo Parroquial,Iglesia,True,Parroquia del Patriarca San José,False
Comunidad Valenciana,Valencia,Requena,Cortes de Pallas,Templo Parroquial,Iglesia,True,Parroquia de de Nuestra Señora de los Angeles de Cortes de Pallas,False
Comunidad Valenciana,Valencia,Requena,Aldea Cabezuela-Venta del Moro,Templo Católico,Iglesia,True,Parroquia de de San Vicente Martir de Venta Gaeta,False
Comunidad Valenciana,Valencia,Requena,Aldea Venta Gaeta-Cortes de Pallas,Templo Parroquial,Iglesia,True,Parroquia de de San Vicente Martir de Venta Gaeta,False
Comunidad Valenciana,Valencia,Requena,Aldea del Oro-Cortes de Pallas,Iglesia,Iglesia,True,Parroquia de de Nuestra Señora de los Angeles de Cortes de Pallas,False
Comunidad Valenciana,Valencia,Requena,Fuenterrobles,Templo Parroquia,Iglesia,True,Parroquia de Santiago Apóstol de Fuenterrobles,False
Comunidad Valenciana,Valencia,Requena,Jalance,Templo Parroquia,Iglesia,True,Parroquia de San Miguel Arcángel de Jalance,False
Comunidad Valenciana,Valencia,Requena,Jalance,Ermita de San Miguel Arcángel,Ermita,True,Parroquia de San Miguel Arcángel de Jalance,False
Comunidad Valenciana,Valencia,Requena,Jarafuel,Templo Parroquial,Iglesia,True,Iglesia Parroquia del de Santa Catalina Mártir,False
Comunidad Valenciana,Valencia,Requena,Millares,Templo Parroquial,Iglesia,True,Parroquia de de la Transfiguración del Señor,False
Comunidad Valenciana,Valencia,Requena,Millares,Casa Abadía,Casa Abadia,True,Parroquia de de la Transfiguración del Señor,False
Comunidad Valenciana,Valencia,Requena,Campo Arcis- Requena,Casa Abadía,Casa Abadia,True,Parroquia de San Isidro de Campo Arcis,False
Comunidad Valenciana,Valencia,Requena,Campor Arcis-Requena,Iglesia Parroquial,Iglesia,True,Parroquia de San Isidro de Campo Arcis,False
Comunidad Valenciana,Valencia,Requena,Hortunas-Requena,Iglesia -Ermita,Iglesia,True,Parroquia de San Isidro Labrador de Hortunas,False
Comunidad Valenciana,Valencia,Requena,Casas del Rio-Requena,Iglesia Parroquial,Iglesia,True,Parroquia de San Antonio de Padua de Casas del Rio,False
Comunidad Valenciana,Valencia,Requena,Requena,"Templo Parroquial, Sacristia, Despacho Parroquial y Dos Antiguas Viviendas para Residencia de Sacerdotes",Iglesia,True,Parroquia de El Salvador de Requena,False
Comunidad Valenciana,Valencia,Requena,Requena,Iglesia,Iglesia,True,Parroquia de El Salvador de Requena,False
Comunidad Valenciana,Valencia,Requena,Los Duques-Requena,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora de La Encarnación de Duques,False
Comunidad Valenciana,Valencia,Requena,San Antonio- Requena,Templo Parroquial,Iglesia,True,Parroquia de San Antonio de Padua de Requena,False
Comunidad Valenciana,Valencia,Requena,El Derramador- Requena,Templo Parroquial,Iglesia,True,Parroquia de San Miguel Arcángel del Derramador,False
Comunidad Valenciana,Valencia,Requena,San Juan-Requena,Templo Parroquial,Iglesia,True,Parroquia de San Juan Bautista de San Juan de Requena,False
Comunidad Valenciana,Valencia,Requena,Casas Eufemia- Requena,Templo Parroquial,Iglesia,True,Parroquia de Inmaculada Concepción de Casas de Eufemia,False
Comunidad Valenciana,Valencia,Requena,El Ponton-Requena,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora del Carmen de El Pontón,False
Comunidad Valenciana,Valencia,Requena,El Rebollar-Requena,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora del Rosario de El Rebollar,False
Comunidad Valenciana,Valencia,Requena,Los Pedrones-Requena,Templo Parroquial,Iglesia,True,Parroquia de San Antonio de Padua de los Pedrones,False
Comunidad Valenciana,Valencia,Requena,Sinarcas,Templo Parroquial,Iglesia,True,Parroquia de Santiago Apóstol de Sinarcas,False
Comunidad Valenciana,Valencia,Requena,Teresa de Cofrentes,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora de la Asunción,False
Comunidad Valenciana,Valencia,Requena,Utiel,Templo parroquial para el culto cátolico,Iglesia,True,Parroquia de de la Asunción de Nuestra Señora de Utiel,False
Comunidad Valenciana,Valencia,Requena,Casas de Utiel- Utiel,Templo parroquial,Iglesia,True,Parroquia de San Jose de Casas de Utiel,False
Comunidad Valenciana,Valencia,Requena,Utiel,Culto Católico,Iglesia,True,Parroquia de de la Asunción de Nuestra Señora de Utiel,False
Comunidad Valenciana,Valencia,Requena,aldea de la Torre- Utiel,templo de San Antonio,Iglesia,True,Parroquia de de Santiago Apóstol de Sinarcas,False
Comunidad Valenciana,Valencia,Requena,Cuevas de Utiel-Utiel,templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora de Loreto de Cuevas de Utiel,False
Comunidad Valenciana,Valencia,Requena,Casas del Rey- Venta del Moro,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora de La Merced,False
Comunidad Valenciana,Valencia,Requena,Casas de Moya-Venta del Moro,Casa Abadía,Casa Abadia,True,Parroquia de San Antonio Abad de Casas de Moya,False
Comunidad Valenciana,Valencia,Requena,Casas de Moya-Venta del Moro,Templo Parroquial,Iglesia,True,Parroquia de San Antonio Abad de Casas de Moya,False
Comunidad Valenciana,Valencia,Requena,Aldea de Jaraguas-Venta del Moro,Templo Parroquial,Iglesia,True,Parroquia de San Francisco Javier de Jaraguas,False
Comunidad Valenciana,Valencia,Requena,Los Marcos- Venta del Moro,Iglesia de San Isidro,Iglesia,True,Parroquia de la Natividad de Nuestra Señora de Caudete de las Fuentes,False
Comunidad Valenciana,Valencia,Requena,aldea Casas de Pradas-Venta del Moro,Templo Parroquial,Iglesia,True,Parroquia de San Antonio Abad de Casas de Pradas,False
Comunidad Valenciana,Valencia,Requena,Venta del Moro,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora de Loreto de Venta del Moro,False
Comunidad Valenciana,Valencia,Requena,Aldea de las Monjas-Venta del Moro,Templo Parroquial,Iglesia,True,Parroquia de Nuestra Señora del Carmen de las Monjas,False
Comunidad Valenciana,Valencia,Requena,Zarra,Templo Parroquial,Iglesia,True,Parroquia de Santa Ana de Zarra,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Templo Parroquial,Templo parroquial,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Ermita de la Purisima Sangre,Ermita,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Ermita de Santa Maria Magdalena,Ermita,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Ermita de la Virgen de los Dolores,Ermita,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Ermita de San Miguel,Ermita,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Ermita de la Virgen de los Desamparados y San Roque,Ermita,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Ermita de la Virgen del Buen Suceso,Ermita,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 01,Sagunto,Templo Parroquial,Templo parroquial,True,Parroquia de la Natividad de Nuestra Señora de Sagunto,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Alfara de la Baronia,Templo Parroquial,Templo parroquial,True,Parroquia de San Agustín Obispo de Alfara de Algimia,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Alfara de la Baronia,Ermita de Nuestra Señora de los Afligidos,Ermita,True,Parroquia de San Agustín Obispo de Alfara de Algimia,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Alfara de la Baronia,Casa Abadía,Casa Abadía,True,Parroquia de San Agustín Obispo de Alfara de Algimia,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Alfara de la Baronia,"Parcela de terreno, polígono 9 parcela 117",Parcela,False,Parroquia de San Agustín Obispo de Alfara de Algimia,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Algimia de Alfara,"Parcela de terreno, polígono 10, parcela 302",Parcela,False,Parroquia de San Agustín Obispo de Alfara de Algimia,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Algimia de Alfara,Ermita de Nuestra Señora de los Desamparados,Ermita,True,Parroquia de San Vicente Ferrer de Algimia de Alfara,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Algimia de Alfara,Templo Parroquial,Templo parroquial,True,Parroquia de San Vicente Ferrer de Algimia de Alfara,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Algimia de Alfara,Casa Abadía,Casa Abadía,True,Parroquia de San Vicente Ferrer de Algimia de Alfara,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Algar de Palancia,Terreno parcela 144 polígono 13,Rustica,False,Parroquia de de Nuestra Señora de las Mercedes de Algar de Palancia,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Benavites,Templo parroquial y dependencias anejas,Templo parroquial,True,Parroquia de Nuestra Señora de los Angeles de Benavites,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Benifairo de les Valls,Templo Parroquial,Templo parroquial,True,Iglesia Parroquia del San Gil Abad de Benifairo de Les Valls,False
Comunidad Valenciana,Valencia,Sagunto Nº 02,Faura,Templo Parroquial,Templo parroquial,True,Parroquia de Santos Juanes de Faura,False
