comunidad_autonoma_codigo,codigo_ine,codigo_ine_completo,nombre_oficial,nombre_alternativo,nombre_cooficial,provincia_codigo,activo
09,08260,0826006,Santa Perpètua de Mogoda,Santa Perpètua de Mogoda,Santa Perpètua de Mogoda,08,True
09,08261,0826103,Santa Susanna,Santa Susanna,Santa Susanna,08,True
09,08192,0819203,Santpedor,Santpedor,Santpedor,08,True
09,08267,0826701,Sentmenat,Sentmenat,Sentmenat,08,True
09,08269,0826900,Seva,Seva,Seva,08,True
09,08270,0827004,Sitges,Sitges,Sitges,08,True
09,08271,0827101,Sobremunt,Sobremunt,Sobremunt,08,True
09,08272,0827206,Sora,Sora,Sora,08,True
09,08273,0827302,Subirats,Subirats,Subirats,08,True
09,08274,0827407,Súria,Súria,Súria,08,True
09,08276,0827603,Tagamanent,Tagamanent,Tagamanent,08,True
09,08277,0827709,Talamanca,Talamanca,Talamanca,08,True
09,08278,0827805,Taradell,Taradell,Taradell,08,True
09,08275,0827500,Tavèrnoles,Tavèrnoles,Tavèrnoles,08,True
09,08280,0828002,Tavertet,Tavertet,Tavertet,08,True
09,08281,0828109,Teià,Teià,Teià,08,True
09,08279,0827908,Terrassa,Terrassa,Terrassa,08,True
09,08282,0828204,Tiana,Tiana,Tiana,08,True
09,08283,0828300,Tona,Tona,Tona,08,True
09,08284,0828405,Tordera,Tordera,Tordera,08,True
09,08285,0828508,Torelló,Torelló,Torelló,08,True
09,08286,0828601,"Torre de Claramunt, La","Torre de Claramunt, La","Torre de Claramunt, La",08,True
09,08287,0828707,Torrelavit,Torrelavit,Torrelavit,08,True
09,08288,0828803,Torrelles de Foix,Torrelles de Foix,Torrelles de Foix,08,True
09,08289,0828906,Torrelles de Llobregat,Torrelles de Llobregat,Torrelles de Llobregat,08,True
09,08290,0829000,Ullastrell,Ullastrell,Ullastrell,08,True
09,08291,0829107,Vacarisses,Vacarisses,Vacarisses,08,True
09,08292,0829202,Vallbona d'Anoia,Vallbona d'Anoia,Vallbona d'Anoia,08,True
09,08293,0829308,Vallcebre,Vallcebre,Vallcebre,08,True
09,08294,0829403,Vallgorguina,Vallgorguina,Vallgorguina,08,True
09,08295,0829506,Vallirana,Vallirana,Vallirana,08,True
09,08296,0829609,Vallromanes,Vallromanes,Vallromanes,08,True
09,08297,0829705,Veciana,Veciana,Veciana,08,True
09,08298,0829801,Vic,Vic,Vic,08,True
09,08299,0829904,Vilada,Vilada,Vilada,08,True
09,08301,0830105,Viladecans,Viladecans,Viladecans,08,True
09,08300,0830008,Viladecavalls,Viladecavalls,Viladecavalls,08,True
09,08305,0830504,Vilafranca del Penedès,Vilafranca del Penedès,Vilafranca del Penedès,08,True
09,08306,0830607,Vilalba Sasserra,Vilalba Sasserra,Vilalba Sasserra,08,True
09,08303,0830306,Vilanova de Sau,Vilanova de Sau,Vilanova de Sau,08,True
09,08302,0830200,Vilanova del Camí,Vilanova del Camí,Vilanova del Camí,08,True
09,08902,0890204,Vilanova del Vallès,Vilanova del Vallès,Vilanova del Vallès,08,True
09,08307,0830703,Vilanova i la Geltrú,Vilanova i la Geltrú,Vilanova i la Geltrú,08,True
09,08214,0821400,Vilassar de Dalt,Vilassar de Dalt,Vilassar de Dalt,08,True
09,08219,0821901,Vilassar de Mar,Vilassar de Mar,Vilassar de Mar,08,True
09,08304,0830401,Vilobí del Penedès,Vilobí del Penedès,Vilobí del Penedès,08,True
09,08308,0830809,Viver i Serrateix,Viver i Serrateix,Viver i Serrateix,08,True
07,09001,0900101,Abajas,Abajas,Abajas,09,True
07,09003,0900302,Adrada de Haza,Adrada de Haza,Adrada de Haza,09,True
07,09006,0900603,Aguas Cándidas,Aguas Cándidas,Aguas Cándidas,09,True
07,09007,0900709,Aguilar de Bureba,Aguilar de Bureba,Aguilar de Bureba,09,True
07,09009,0900908,Albillos,Albillos,Albillos,09,True
07,09010,0901002,Alcocero de Mola,Alcocero de Mola,Alcocero de Mola,09,True
07,09011,0901109,Alfoz de Bricia,Alfoz de Bricia,Alfoz de Bricia,09,True
07,09907,0990700,Alfoz de Quintanadueñas,Alfoz de Quintanadueñas,Alfoz de Quintanadueñas,09,True
07,09012,0901204,Alfoz de Santa Gadea,Alfoz de Santa Gadea,Alfoz de Santa Gadea,09,True
07,09013,0901300,Altable,Altable,Altable,09,True
07,09014,0901405,"Altos, Los","Altos, Los","Altos, Los",09,True
07,09016,0901601,Ameyugo,Ameyugo,Ameyugo,09,True
07,09017,0901707,Anguix,Anguix,Anguix,09,True
07,09018,0901803,Aranda de Duero,Aranda de Duero,Aranda de Duero,09,True
07,09019,0901906,Arandilla,Arandilla,Arandilla,09,True
07,09020,0902000,Arauzo de Miel,Arauzo de Miel,Arauzo de Miel,09,True
07,09021,0902107,Arauzo de Salce,Arauzo de Salce,Arauzo de Salce,09,True
07,09022,0902202,Arauzo de Torre,Arauzo de Torre,Arauzo de Torre,09,True
07,09023,0902308,Arcos,Arcos,Arcos,09,True
07,09024,0902403,Arenillas de Riopisuerga,Arenillas de Riopisuerga,Arenillas de Riopisuerga,09,True
07,09025,0902506,Arija,Arija,Arija,09,True
07,09026,0902609,Arlanzón,Arlanzón,Arlanzón,09,True
07,09027,0902705,Arraya de Oca,Arraya de Oca,Arraya de Oca,09,True
07,09029,0902904,Atapuerca,Atapuerca,Atapuerca,09,True
07,09030,0903008,"Ausines, Los","Ausines, Los","Ausines, Los",09,True
07,09032,0903200,Avellanosa de Muñó,Avellanosa de Muñó,Avellanosa de Muñó,09,True
07,09033,0903306,Bahabón de Esgueva,Bahabón de Esgueva,Bahabón de Esgueva,09,True
07,09034,0903401,"Balbases, Los","Balbases, Los","Balbases, Los",09,True
07,09035,0903504,Baños de Valdearados,Baños de Valdearados,Baños de Valdearados,09,True
07,09036,0903607,Bañuelos de Bureba,Bañuelos de Bureba,Bañuelos de Bureba,09,True
07,09037,0903703,Barbadillo de Herreros,Barbadillo de Herreros,Barbadillo de Herreros,09,True
07,09038,0903809,Barbadillo del Mercado,Barbadillo del Mercado,Barbadillo del Mercado,09,True
07,09039,0903902,Barbadillo del Pez,Barbadillo del Pez,Barbadillo del Pez,09,True
07,09041,0904103,Barrio de Muñó,Barrio de Muñó,Barrio de Muñó,09,True
07,09043,0904304,"Barrios de Bureba, Los","Barrios de Bureba, Los","Barrios de Bureba, Los",09,True
07,09044,0904409,Barrios de Colina,Barrios de Colina,Barrios de Colina,09,True
07,09045,0904502,Basconcillos del Tozo,Basconcillos del Tozo,Basconcillos del Tozo,09,True
07,09046,0904605,Bascuñana,Bascuñana,Bascuñana,09,True
07,09047,0904701,Belbimbre,Belbimbre,Belbimbre,09,True
07,09048,0904807,Belorado,Belorado,Belorado,09,True
07,09050,0905003,Berberana,Berberana,Berberana,09,True
07,09051,0905100,Berlangas de Roa,Berlangas de Roa,Berlangas de Roa,09,True
07,09052,0905205,Berzosa de Bureba,Berzosa de Bureba,Berzosa de Bureba,09,True
07,09054,0905406,Bozoó,Bozoó,Bozoó,09,True
07,09055,0905509,Brazacorta,Brazacorta,Brazacorta,09,True
07,09056,0905602,Briviesca,Briviesca,Briviesca,09,True
07,09057,0905708,Bugedo,Bugedo,Bugedo,09,True
07,09058,0905804,Buniel,Buniel,Buniel,09,True
07,09059,0905907,Burgos,Burgos,Burgos,09,True
07,09060,0906001,Busto de Bureba,Busto de Bureba,Busto de Bureba,09,True
07,09061,0906108,Cabañes de Esgueva,Cabañes de Esgueva,Cabañes de Esgueva,09,True
07,09062,0906203,Cabezón de la Sierra,Cabezón de la Sierra,Cabezón de la Sierra,09,True
07,09064,0906404,Caleruega,Caleruega,Caleruega,09,True
07,09065,0906507,Campillo de Aranda,Campillo de Aranda,Campillo de Aranda,09,True
07,09066,0906600,Campolara,Campolara,Campolara,09,True
07,09067,0906706,Canicosa de la Sierra,Canicosa de la Sierra,Canicosa de la Sierra,09,True
07,09068,0906802,Cantabrana,Cantabrana,Cantabrana,09,True
07,09070,0907009,Carazo,Carazo,Carazo,09,True
07,09071,0907106,Carcedo de Bureba,Carcedo de Bureba,Carcedo de Bureba,09,True
07,09072,0907201,Carcedo de Burgos,Carcedo de Burgos,Carcedo de Burgos,09,True
07,09073,0907307,Cardeñadijo,Cardeñadijo,Cardeñadijo,09,True
07,09074,0907402,Cardeñajimeno,Cardeñajimeno,Cardeñajimeno,09,True
07,09075,0907505,Cardeñuela Riopico,Cardeñuela Riopico,Cardeñuela Riopico,09,True
07,09076,0907608,Carrias,Carrias,Carrias,09,True
07,09077,0907704,Cascajares de Bureba,Cascajares de Bureba,Cascajares de Bureba,09,True
07,09078,0907800,Cascajares de la Sierra,Cascajares de la Sierra,Cascajares de la Sierra,09,True
07,09079,0907903,Castellanos de Castro,Castellanos de Castro,Castellanos de Castro,09,True
07,09083,0908305,Castil de Peones,Castil de Peones,Castil de Peones,09,True
07,09082,0908209,Castildelgado,Castildelgado,Castildelgado,09,True
07,09084,0908400,Castrillo de la Reina,Castrillo de la Reina,Castrillo de la Reina,09,True
07,09085,0908503,Castrillo de la Vega,Castrillo de la Vega,Castrillo de la Vega,09,True
07,09088,0908808,Castrillo de Riopisuerga,Castrillo de Riopisuerga,Castrillo de Riopisuerga,09,True
07,09086,0908606,Castrillo del Val,Castrillo del Val,Castrillo del Val,09,True
07,09090,0909005,Castrillo Mota de Judíos,Castrillo Mota de Judíos,Castrillo Mota de Judíos,09,True
07,09091,0909102,Castrojeriz,Castrojeriz,Castrojeriz,09,True
07,09063,0906309,Cavia,Cavia,Cavia,09,True
07,09093,0909303,Cayuela,Cayuela,Cayuela,09,True
07,09094,0909408,Cebrecos,Cebrecos,Cebrecos,09,True
07,09095,0909501,Celada del Camino,Celada del Camino,Celada del Camino,09,True
07,09098,0909806,Cerezo de Río Tirón,Cerezo de Río Tirón,Cerezo de Río Tirón,09,True
07,09100,0910003,Cerratón de Juarros,Cerratón de Juarros,Cerratón de Juarros,09,True
07,09101,0910100,Ciadoncha,Ciadoncha,Ciadoncha,09,True
07,09102,0910205,Cillaperlata,Cillaperlata,Cillaperlata,09,True
07,09103,0910301,Cilleruelo de Abajo,Cilleruelo de Abajo,Cilleruelo de Abajo,09,True
07,09104,0910406,Cilleruelo de Arriba,Cilleruelo de Arriba,Cilleruelo de Arriba,09,True
07,09105,0910509,Ciruelos de Cervera,Ciruelos de Cervera,Ciruelos de Cervera,09,True
07,09108,0910804,Cogollos,Cogollos,Cogollos,09,True
07,09109,0910907,Condado de Treviño,Condado de Treviño,Condado de Treviño,09,True
07,09110,0911001,Contreras,Contreras,Contreras,09,True
07,09112,0911203,Coruña del Conde,Coruña del Conde,Coruña del Conde,09,True
07,09113,0911309,Covarrubias,Covarrubias,Covarrubias,09,True
07,09114,0911404,Cubillo del Campo,Cubillo del Campo,Cubillo del Campo,09,True
07,09115,0911507,Cubo de Bureba,Cubo de Bureba,Cubo de Bureba,09,True
07,09117,0911706,"Cueva de Roa, La","Cueva de Roa, La","Cueva de Roa, La",09,True
07,09119,0911905,Cuevas de San Clemente,Cuevas de San Clemente,Cuevas de San Clemente,09,True
07,09120,0912009,Encío,Encío,Encío,09,True
07,09122,0912201,Espinosa de Cervera,Espinosa de Cervera,Espinosa de Cervera,09,True
07,09124,0912402,Espinosa de los Monteros,Espinosa de los Monteros,Espinosa de los Monteros,09,True
07,09123,0912307,Espinosa del Camino,Espinosa del Camino,Espinosa del Camino,09,True
07,09125,0912505,Estépar,Estépar,Estépar,09,True
07,09127,0912704,Fontioso,Fontioso,Fontioso,09,True
07,09128,0912800,Frandovínez,Frandovínez,Frandovínez,09,True
07,09129,0912903,Fresneda de la Sierra Tirón,Fresneda de la Sierra Tirón,Fresneda de la Sierra Tirón,09,True
07,09130,0913007,Fresneña,Fresneña,Fresneña,09,True
07,09131,0913104,Fresnillo de las Dueñas,Fresnillo de las Dueñas,Fresnillo de las Dueñas,09,True
07,09132,0913209,Fresno de Río Tirón,Fresno de Río Tirón,Fresno de Río Tirón,09,True
07,09133,0913305,Fresno de Rodilla,Fresno de Rodilla,Fresno de Rodilla,09,True
07,09134,0913400,Frías,Frías,Frías,09,True
07,09135,0913503,Fuentebureba,Fuentebureba,Fuentebureba,09,True
07,09136,0913606,Fuentecén,Fuentecén,Fuentecén,09,True
07,09137,0913702,Fuentelcésped,Fuentelcésped,Fuentelcésped,09,True
07,09138,0913808,Fuentelisendo,Fuentelisendo,Fuentelisendo,09,True
07,09139,0913901,Fuentemolinos,Fuentemolinos,Fuentemolinos,09,True
07,09140,0914005,Fuentenebro,Fuentenebro,Fuentenebro,09,True
07,09141,0914102,Fuentespina,Fuentespina,Fuentespina,09,True
07,09143,0914303,Galbarros,Galbarros,Galbarros,09,True
07,09144,0914408,"Gallega, La","Gallega, La","Gallega, La",09,True
07,09148,0914806,Grijalba,Grijalba,Grijalba,09,True
07,09149,0914909,Grisaleña,Grisaleña,Grisaleña,09,True
07,09151,0915109,Gumiel de Izán,Gumiel de Izán,Gumiel de Izán,09,True
07,09152,0915204,Gumiel de Mercado,Gumiel de Mercado,Gumiel de Mercado,09,True
07,09154,0915405,Hacinas,Hacinas,Hacinas,09,True
07,09155,0915508,Haza,Haza,Haza,09,True
07,09159,0915906,Hontanas,Hontanas,Hontanas,09,True
07,09160,0916000,Hontangas,Hontangas,Hontangas,09,True
07,09162,0916202,Hontoria de la Cantera,Hontoria de la Cantera,Hontoria de la Cantera,09,True
07,09164,0916403,Hontoria de Valdearados,Hontoria de Valdearados,Hontoria de Valdearados,09,True
07,09163,0916308,Hontoria del Pinar,Hontoria del Pinar,Hontoria del Pinar,09,True
07,09166,0916609,"Hormazas, Las","Hormazas, Las","Hormazas, Las",09,True
07,09167,0916705,Hornillos del Camino,Hornillos del Camino,Hornillos del Camino,09,True
07,09168,0916801,"Horra, La","Horra, La","Horra, La",09,True
07,09169,0916904,Hortigüela,Hortigüela,Hortigüela,09,True
07,09170,0917008,Hoyales de Roa,Hoyales de Roa,Hoyales de Roa,09,True
07,09172,0917200,Huérmeces,Huérmeces,Huérmeces,09,True
07,09173,0917306,Huerta de Arriba,Huerta de Arriba,Huerta de Arriba,09,True
07,09174,0917401,Huerta de Rey,Huerta de Rey,Huerta de Rey,09,True
07,09175,0917504,Humada,Humada,Humada,09,True
07,09176,0917607,Hurones,Hurones,Hurones,09,True
07,09177,0917703,Ibeas de Juarros,Ibeas de Juarros,Ibeas de Juarros,09,True
07,09178,0917809,Ibrillos,Ibrillos,Ibrillos,09,True
07,09179,0917902,Iglesiarrubia,Iglesiarrubia,Iglesiarrubia,09,True
07,09180,0918006,Iglesias,Iglesias,Iglesias,09,True
07,09181,0918103,Isar,Isar,Isar,09,True
07,09182,0918208,Itero del Castillo,Itero del Castillo,Itero del Castillo,09,True
07,09183,0918304,Jaramillo de la Fuente,Jaramillo de la Fuente,Jaramillo de la Fuente,09,True
07,09184,0918409,Jaramillo Quemado,Jaramillo Quemado,Jaramillo Quemado,09,True
07,09189,0918900,Junta de Traslaloma,Junta de Traslaloma,Junta de Traslaloma,09,True
07,09190,0919004,Junta de Villalba de Losa,Junta de Villalba de Losa,Junta de Villalba de Losa,09,True
07,09191,0919101,Jurisdicción de Lara,Jurisdicción de Lara,Jurisdicción de Lara,09,True
07,09192,0919206,Jurisdicción de San Zadornil,Jurisdicción de San Zadornil,Jurisdicción de San Zadornil,09,True
07,09194,0919407,Lerma,Lerma,Lerma,09,True
07,09195,0919500,Llano de Bureba,Llano de Bureba,Llano de Bureba,09,True
07,09196,0919603,Madrigal del Monte,Madrigal del Monte,Madrigal del Monte,09,True
07,09197,0919709,Madrigalejo del Monte,Madrigalejo del Monte,Madrigalejo del Monte,09,True
07,09198,0919805,Mahamud,Mahamud,Mahamud,09,True
07,09199,0919908,Mambrilla de Castrejón,Mambrilla de Castrejón,Mambrilla de Castrejón,09,True
07,09200,0920002,Mambrillas de Lara,Mambrillas de Lara,Mambrillas de Lara,09,True
07,09201,0920109,Mamolar,Mamolar,Mamolar,09,True
07,09202,0920204,Manciles,Manciles,Manciles,09,True
07,09206,0920601,Mazuela,Mazuela,Mazuela,09,True
07,09208,0920803,Mecerreyes,Mecerreyes,Mecerreyes,09,True
07,09209,0920906,Medina de Pomar,Medina de Pomar,Medina de Pomar,09,True
07,09211,0921107,Melgar de Fernamental,Melgar de Fernamental,Melgar de Fernamental,09,True
07,09213,0921308,Merindad de Cuesta-Urria,Merindad de Cuesta,Urria,09,True
07,09214,0921403,Merindad de Montija,Merindad de Montija,Merindad de Montija,09,True
07,09906,0990604,Merindad de Río Ubierna,Merindad de Río Ubierna,Merindad de Río Ubierna,09,True
07,09215,0921506,Merindad de Sotoscueva,Merindad de Sotoscueva,Merindad de Sotoscueva,09,True
07,09216,0921609,Merindad de Valdeporres,Merindad de Valdeporres,Merindad de Valdeporres,09,True
07,09217,0921705,Merindad de Valdivielso,Merindad de Valdivielso,Merindad de Valdivielso,09,True
07,09218,0921801,Milagros,Milagros,Milagros,09,True
07,09219,0921904,Miranda de Ebro,Miranda de Ebro,Miranda de Ebro,09,True
07,09220,0922008,Miraveche,Miraveche,Miraveche,09,True
07,09221,0922105,Modúbar de la Emparedada,Modúbar de la Emparedada,Modúbar de la Emparedada,09,True
07,09223,0922306,Monasterio de la Sierra,Monasterio de la Sierra,Monasterio de la Sierra,09,True
07,09224,0922401,Monasterio de Rodilla,Monasterio de Rodilla,Monasterio de Rodilla,09,True
07,09225,0922504,Moncalvillo,Moncalvillo,Moncalvillo,09,True
07,09226,0922607,Monterrubio de la Demanda,Monterrubio de la Demanda,Monterrubio de la Demanda,09,True
07,09227,0922703,Montorio,Montorio,Montorio,09,True
07,09228,0922809,Moradillo de Roa,Moradillo de Roa,Moradillo de Roa,09,True
07,09229,0922902,Nava de Roa,Nava de Roa,Nava de Roa,09,True
07,09230,0923006,Navas de Bureba,Navas de Bureba,Navas de Bureba,09,True
07,09231,0923103,Nebreda,Nebreda,Nebreda,09,True
07,09232,0923208,Neila,Neila,Neila,09,True
07,09235,0923502,Olmedillo de Roa,Olmedillo de Roa,Olmedillo de Roa,09,True
07,09236,0923605,Olmillos de Muñó,Olmillos de Muñó,Olmillos de Muñó,09,True
07,09238,0923807,Oña,Oña,Oña,09,True
07,09239,0923900,Oquillas,Oquillas,Oquillas,09,True
07,09241,0924101,Orbaneja Riopico,Orbaneja Riopico,Orbaneja Riopico,09,True
07,09242,0924206,Padilla de Abajo,Padilla de Abajo,Padilla de Abajo,09,True
07,09243,0924302,Padilla de Arriba,Padilla de Arriba,Padilla de Arriba,09,True
07,09244,0924407,Padrones de Bureba,Padrones de Bureba,Padrones de Bureba,09,True
07,09246,0924603,Palacios de la Sierra,Palacios de la Sierra,Palacios de la Sierra,09,True
07,09247,0924709,Palacios de Riopisuerga,Palacios de Riopisuerga,Palacios de Riopisuerga,09,True
07,09248,0924805,Palazuelos de la Sierra,Palazuelos de la Sierra,Palazuelos de la Sierra,09,True
07,09249,0924908,Palazuelos de Muñó,Palazuelos de Muñó,Palazuelos de Muñó,09,True
07,09250,0925001,Pampliega,Pampliega,Pampliega,09,True
07,09251,0925108,Pancorbo,Pancorbo,Pancorbo,09,True
07,09253,0925309,Pardilla,Pardilla,Pardilla,09,True
07,09255,0925507,Partido de la Sierra en Tobalina,Partido de la Sierra en Tobalina,Partido de la Sierra en Tobalina,09,True
07,09256,0925600,Pedrosa de Duero,Pedrosa de Duero,Pedrosa de Duero,09,True
07,09259,0925905,Pedrosa de Río Úrbel,Pedrosa de Río Úrbel,Pedrosa de Río Úrbel,09,True
07,09257,0925706,Pedrosa del Páramo,Pedrosa del Páramo,Pedrosa del Páramo,09,True
07,09258,0925802,Pedrosa del Príncipe,Pedrosa del Príncipe,Pedrosa del Príncipe,09,True
07,09261,0926106,Peñaranda de Duero,Peñaranda de Duero,Peñaranda de Duero,09,True
07,09262,0926201,Peral de Arlanza,Peral de Arlanza,Peral de Arlanza,09,True
07,09265,0926505,Piérnigas,Piérnigas,Piérnigas,09,True
07,09266,0926608,Pineda de la Sierra,Pineda de la Sierra,Pineda de la Sierra,09,True
07,09267,0926704,Pineda Trasmonte,Pineda Trasmonte,Pineda Trasmonte,09,True
07,09268,0926800,Pinilla de los Barruecos,Pinilla de los Barruecos,Pinilla de los Barruecos,09,True
07,09269,0926903,Pinilla de los Moros,Pinilla de los Moros,Pinilla de los Moros,09,True
07,09270,0927007,Pinilla Trasmonte,Pinilla Trasmonte,Pinilla Trasmonte,09,True
07,09272,0927209,Poza de la Sal,Poza de la Sal,Poza de la Sal,09,True
07,09273,0927305,Prádanos de Bureba,Prádanos de Bureba,Prádanos de Bureba,09,True
07,09274,0927400,Pradoluengo,Pradoluengo,Pradoluengo,09,True
07,09275,0927503,Presencio,Presencio,Presencio,09,True
07,09276,0927606,"Puebla de Arganzón, La","Puebla de Arganzón, La","Puebla de Arganzón, La",09,True
07,09277,0927702,Puentedura,Puentedura,Puentedura,09,True
07,09279,0927901,Quemada,Quemada,Quemada,09,True
07,09281,0928102,Quintana del Pidio,Quintana del Pidio,Quintana del Pidio,09,True
07,09280,0928005,Quintanabureba,Quintanabureba,Quintanabureba,09,True
07,09283,0928303,Quintanaélez,Quintanaélez,Quintanaélez,09,True
07,09287,0928700,Quintanaortuño,Quintanaortuño,Quintanaortuño,09,True
07,09288,0928806,Quintanapalla,Quintanapalla,Quintanapalla,09,True
07,09289,0928909,Quintanar de la Sierra,Quintanar de la Sierra,Quintanar de la Sierra,09,True
07,09292,0929205,Quintanavides,Quintanavides,Quintanavides,09,True
07,09294,0929406,Quintanilla de la Mata,Quintanilla de la Mata,Quintanilla de la Mata,09,True
07,09901,0990102,Quintanilla del Agua y Tordueles,Quintanilla del Agua y Tordueles,Quintanilla del Agua y Tordueles,09,True
07,09295,0929509,Quintanilla del Coco,Quintanilla del Coco,Quintanilla del Coco,09,True
07,09298,0929804,Quintanilla San García,Quintanilla San García,Quintanilla San García,09,True
07,09301,0930108,Quintanilla Vivar,Quintanilla Vivar,Quintanilla Vivar,09,True
07,09297,0929708,"Quintanillas, Las","Quintanillas, Las","Quintanillas, Las",09,True
07,09302,0930203,Rabanera del Pinar,Rabanera del Pinar,Rabanera del Pinar,09,True
07,09303,0930309,Rábanos,Rábanos,Rábanos,09,True
07,09304,0930404,Rabé de las Calzadas,Rabé de las Calzadas,Rabé de las Calzadas,09,True
07,09306,0930600,Rebolledo de la Torre,Rebolledo de la Torre,Rebolledo de la Torre,09,True
07,09307,0930706,Redecilla del Camino,Redecilla del Camino,Redecilla del Camino,09,True
07,09308,0930802,Redecilla del Campo,Redecilla del Campo,Redecilla del Campo,09,True
07,09309,0930905,Regumiel de la Sierra,Regumiel de la Sierra,Regumiel de la Sierra,09,True
07,09310,0931009,Reinoso,Reinoso,Reinoso,09,True
07,09311,0931106,Retuerta,Retuerta,Retuerta,09,True
07,09314,0931402,Revilla del Campo,Revilla del Campo,Revilla del Campo,09,True
07,09316,0931608,Revilla Vallejera,Revilla Vallejera,Revilla Vallejera,09,True
07,09312,0931201,"Revilla y Ahedo, La","Revilla y Ahedo, La","Revilla y Ahedo, La",09,True
07,09315,0931505,Revillarruz,Revillarruz,Revillarruz,09,True
07,09317,0931704,Rezmondo,Rezmondo,Rezmondo,09,True
07,09318,0931800,Riocavado de la Sierra,Riocavado de la Sierra,Riocavado de la Sierra,09,True
07,09321,0932104,Roa,Roa,Roa,09,True
07,09323,0932305,Rojas,Rojas,Rojas,09,True
07,09325,0932503,Royuela de Río Franco,Royuela de Río Franco,Royuela de Río Franco,09,True
07,09326,0932606,Rubena,Rubena,Rubena,09,True
07,09327,0932702,Rublacedo de Abajo,Rublacedo de Abajo,Rublacedo de Abajo,09,True
07,09328,0932808,Rucandio,Rucandio,Rucandio,09,True
07,09329,0932901,Salas de Bureba,Salas de Bureba,Salas de Bureba,09,True
07,09330,0933005,Salas de los Infantes,Salas de los Infantes,Salas de los Infantes,09,True
07,09332,0933207,Saldaña de Burgos,Saldaña de Burgos,Saldaña de Burgos,09,True
07,09334,0933408,Salinillas de Bureba,Salinillas de Bureba,Salinillas de Bureba,09,True
07,09335,0933501,San Adrián de Juarros,San Adrián de Juarros,San Adrián de Juarros,09,True
07,09337,0933700,San Juan del Monte,San Juan del Monte,San Juan del Monte,09,True
07,09338,0933806,San Mamés de Burgos,San Mamés de Burgos,San Mamés de Burgos,09,True
07,09339,0933909,San Martín de Rubiales,San Martín de Rubiales,San Martín de Rubiales,09,True
07,09340,0934003,San Millán de Lara,San Millán de Lara,San Millán de Lara,09,True
07,09360,0936008,San Vicente del Valle,San Vicente del Valle,San Vicente del Valle,09,True
07,09343,0934301,Santa Cecilia,Santa Cecilia,Santa Cecilia,09,True
07,09345,0934509,Santa Cruz de la Salceda,Santa Cruz de la Salceda,Santa Cruz de la Salceda,09,True
07,09346,0934602,Santa Cruz del Valle Urbión,Santa Cruz del Valle Urbión,Santa Cruz del Valle Urbión,09,True
07,09347,0934708,Santa Gadea del Cid,Santa Gadea del Cid,Santa Gadea del Cid,09,True
07,09348,0934804,Santa Inés,Santa Inés,Santa Inés,09,True
07,09350,0935000,Santa María del Campo,Santa María del Campo,Santa María del Campo,09,True
07,09351,0935107,Santa María del Invierno,Santa María del Invierno,Santa María del Invierno,09,True
07,09352,0935202,Santa María del Mercadillo,Santa María del Mercadillo,Santa María del Mercadillo,09,True
07,09353,0935308,Santa María Ribarredonda,Santa María Ribarredonda,Santa María Ribarredonda,09,True
07,09354,0935403,Santa Olalla de Bureba,Santa Olalla de Bureba,Santa Olalla de Bureba,09,True
07,09355,0935506,Santibáñez de Esgueva,Santibáñez de Esgueva,Santibáñez de Esgueva,09,True
07,09356,0935609,Santibáñez del Val,Santibáñez del Val,Santibáñez del Val,09,True
07,09358,0935801,Santo Domingo de Silos,Santo Domingo de Silos,Santo Domingo de Silos,09,True
07,09361,0936105,Sargentes de la Lora,Sargentes de la Lora,Sargentes de la Lora,09,True
07,09362,0936200,Sarracín,Sarracín,Sarracín,09,True
07,09363,0936306,Sasamón,Sasamón,Sasamón,09,True
07,09365,0936504,"Sequera de Haza, La","Sequera de Haza, La","Sequera de Haza, La",09,True
07,09366,0936607,Solarana,Solarana,Solarana,09,True
07,09368,0936809,Sordillos,Sordillos,Sordillos,09,True
07,09369,0936902,Sotillo de la Ribera,Sotillo de la Ribera,Sotillo de la Ribera,09,True
07,09372,0937208,Sotragero,Sotragero,Sotragero,09,True
07,09373,0937304,Sotresgudo,Sotresgudo,Sotresgudo,09,True
07,09374,0937409,Susinos del Páramo,Susinos del Páramo,Susinos del Páramo,09,True
07,09375,0937502,Tamarón,Tamarón,Tamarón,09,True
07,09377,0937701,Tardajos,Tardajos,Tardajos,09,True
07,09378,0937807,Tejada,Tejada,Tejada,09,True
07,09380,0938004,Terradillos de Esgueva,Terradillos de Esgueva,Terradillos de Esgueva,09,True
07,09381,0938101,Tinieblas de la Sierra,Tinieblas de la Sierra,Tinieblas de la Sierra,09,True
07,09382,0938206,Tobar,Tobar,Tobar,09,True
07,09384,0938407,Tordómar,Tordómar,Tordómar,09,True
07,09386,0938603,Torrecilla del Monte,Torrecilla del Monte,Torrecilla del Monte,09,True
07,09387,0938709,Torregalindo,Torregalindo,Torregalindo,09,True
07,09388,0938805,Torrelara,Torrelara,Torrelara,09,True
07,09389,0938908,Torrepadre,Torrepadre,Torrepadre,09,True
07,09390,0939002,Torresandino,Torresandino,Torresandino,09,True
07,09391,0939109,Tórtoles de Esgueva,Tórtoles de Esgueva,Tórtoles de Esgueva,09,True
07,09392,0939204,Tosantos,Tosantos,Tosantos,09,True
07,09394,0939405,Trespaderne,Trespaderne,Trespaderne,09,True
07,09395,0939508,Tubilla del Agua,Tubilla del Agua,Tubilla del Agua,09,True
